control_id,file_name,source_bytes,source_sha256,generator,binding_distribution_version,step_processor,writer_status,reader_status,transferred_roots
edge_fillet_r1,edge_fillet_r1.step,19982,c10fee8a84fc0205bc5afd8dfbb089f8f41d0e2c1fe6e19cb2b29020729b5758,experiments/run_topology_history.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
edge_chamfer_d1,edge_chamfer_d1.step,18884,1cf397f42b551b726b788d041595179769b4b87f1ad8bb9837a6ab76924931c7,experiments/run_topology_history.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
