pattern,blur_sigma,noise_std,trial,seed,pipeline,pipeline_description,metric,score,identity_same_input_score,ratio_to_identity_same_input,identity_sharp_anchor,ratio_to_identity_sharp_anchor,calibration_threshold,expected_class,predicted_blurred
vertical_bars,3,5,6,20392007,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,31128.418854,31169.080048,0.998695,251971.875000,0.123539,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,143.848451,582.044835,0.247143,15748.242188,0.009134,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,31002.006470,31169.080048,0.994640,251971.875000,0.123038,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,71.437545,582.044835,0.122735,15748.242188,0.004536,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,26452.769714,31169.080048,0.848686,251971.875000,0.104983,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,71.437545,582.044835,0.122735,15748.242188,0.004536,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,26452.769714,31169.080048,0.848686,251971.875000,0.104983,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,67.360427,582.044835,0.115731,15748.242188,0.004277,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,26420.834625,31169.080048,0.847662,251971.875000,0.104856,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,1198.136778,582.044835,2.058496,15748.242188,0.076081,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,33935.242371,31169.080048,1.088747,251971.875000,0.134679,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,2045.392229,582.044835,3.514149,15748.242188,0.129881,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,36946.950623,31169.080048,1.185372,251971.875000,0.146631,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,88.354932,582.044835,0.151801,15748.242188,0.005610,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,30394.737549,31169.080048,0.975157,251971.875000,0.120628,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,81.932052,582.044835,0.140766,15748.242188,0.005203,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,30369.026093,31169.080048,0.974332,251971.875000,0.120525,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,71.748656,582.044835,0.123270,15748.242188,0.004556,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,26532.242676,31169.080048,0.851236,251971.875000,0.105298,141277.250000,blurred,1
vertical_bars,3,5,6,20392007,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,93.202118,582.044835,0.160129,15748.242188,0.005918,7912.250000,blurred,1
vertical_bars,3,5,6,20392007,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,26508.278412,31169.080048,0.850467,251971.875000,0.105203,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,identity,No preprocessing,laplacian_variance,580.939281,580.939281,1.000000,15748.242188,0.036889,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,identity,No preprocessing,tenengrad_energy,31217.944489,31217.944489,1.000000,251971.875000,0.123895,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,697.184778,580.939281,1.200099,15748.242188,0.044271,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,31274.165466,31217.944489,1.001801,251971.875000,0.124118,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,191.608276,580.939281,0.329825,15748.242188,0.012167,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,31160.274506,31217.944489,0.998153,251971.875000,0.123666,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,146.940163,580.939281,0.252935,15748.242188,0.009331,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,31080.961182,31217.944489,0.995612,251971.875000,0.123351,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,71.533035,580.939281,0.123133,15748.242188,0.004542,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,26472.549072,31217.944489,0.847991,251971.875000,0.105062,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,71.533035,580.939281,0.123133,15748.242188,0.004542,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,26472.549072,31217.944489,0.847991,251971.875000,0.105062,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,67.539398,580.939281,0.116259,15748.242188,0.004289,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,26451.994385,31217.944489,0.847333,251971.875000,0.104980,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,1195.353073,580.939281,2.057621,15748.242188,0.075904,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,33996.887787,31217.944489,1.089017,251971.875000,0.134923,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,2038.938901,580.939281,3.509728,15748.242188,0.129471,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,37028.708588,31217.944489,1.186135,251971.875000,0.146956,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,88.723739,580.939281,0.152725,15748.242188,0.005634,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,30429.816833,31217.944489,0.974754,251971.875000,0.120767,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,82.232635,580.939281,0.141551,15748.242188,0.005222,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,30408.693817,31217.944489,0.974077,251971.875000,0.120683,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,71.690688,580.939281,0.123405,15748.242188,0.004552,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,26542.086212,31217.944489,0.850219,251971.875000,0.105337,141277.250000,blurred,1
vertical_bars,3,5,7,20392008,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,92.639388,580.939281,0.159465,15748.242188,0.005883,7912.250000,blurred,1
vertical_bars,3,5,7,20392008,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,26530.942383,31217.944489,0.849862,251971.875000,0.105293,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,identity,No preprocessing,laplacian_variance,570.346242,570.346242,1.000000,15748.242188,0.036217,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,identity,No preprocessing,tenengrad_energy,31169.669067,31169.669067,1.000000,251971.875000,0.123703,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,690.494882,570.346242,1.210659,15748.242188,0.043846,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,31227.861633,31169.669067,1.001867,251971.875000,0.123934,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,190.884376,570.346242,0.334682,15748.242188,0.012121,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,31111.097870,31169.669067,0.998121,251971.875000,0.123471,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,145.354213,570.346242,0.254853,15748.242188,0.009230,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,31019.254578,31169.669067,0.995174,251971.875000,0.123106,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,71.364760,570.346242,0.125125,15748.242188,0.004532,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,26433.010406,31169.669067,0.848036,251971.875000,0.104905,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,71.364760,570.346242,0.125125,15748.242188,0.004532,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,26433.010406,31169.669067,0.848036,251971.875000,0.104905,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,67.411315,570.346242,0.118194,15748.242188,0.004281,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,26412.778839,31169.669067,0.847387,251971.875000,0.104824,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,1172.170401,570.346242,2.055191,15748.242188,0.074432,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,33943.025208,31169.669067,1.088976,251971.875000,0.134710,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,1997.739297,570.346242,3.502678,15748.242188,0.126855,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,36967.455750,31169.669067,1.186007,251971.875000,0.146713,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,88.554701,570.346242,0.155265,15748.242188,0.005623,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,30384.289703,31169.669067,0.974803,251971.875000,0.120586,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,82.098631,570.346242,0.143945,15748.242188,0.005213,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,30363.864380,31169.669067,0.974148,251971.875000,0.120505,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,71.588575,570.346242,0.125518,15748.242188,0.004546,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,26513.109924,31169.669067,0.850606,251971.875000,0.105222,141277.250000,blurred,1
vertical_bars,3,5,8,20392009,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,93.001021,570.346242,0.163061,15748.242188,0.005905,7912.250000,blurred,1
vertical_bars,3,5,8,20392009,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,26481.498352,31169.669067,0.849592,251971.875000,0.105097,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,identity,No preprocessing,laplacian_variance,575.749029,575.749029,1.000000,15748.242188,0.036560,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,identity,No preprocessing,tenengrad_energy,31203.722412,31203.722412,1.000000,251971.875000,0.123838,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,695.078215,575.749029,1.207259,15748.242188,0.044137,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,31263.725220,31203.722412,1.001923,251971.875000,0.124076,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,185.241054,575.749029,0.321739,15748.242188,0.011763,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,31132.502747,31203.722412,0.997718,251971.875000,0.123555,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,144.132409,575.749029,0.250339,15748.242188,0.009152,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,31128.983276,31203.722412,0.997605,251971.875000,0.123541,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,71.398605,575.749029,0.124010,15748.242188,0.004534,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,26468.306091,31203.722412,0.848242,251971.875000,0.105045,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,71.398605,575.749029,0.124010,15748.242188,0.004534,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,26468.306091,31203.722412,0.848242,251971.875000,0.105045,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,67.476669,575.749029,0.117198,15748.242188,0.004285,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,26447.597473,31203.722412,0.847578,251971.875000,0.104962,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,1184.065727,575.749029,2.056566,15748.242188,0.075187,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,33972.152344,31203.722412,1.088721,251971.875000,0.134825,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,2019.748170,575.749029,3.508036,15748.242188,0.128252,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,36994.766327,31203.722412,1.185588,251971.875000,0.146821,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,88.556915,575.749029,0.153812,15748.242188,0.005623,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,30423.799683,31203.722412,0.975005,251971.875000,0.120743,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,82.106154,575.749029,0.142608,15748.242188,0.005214,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,30403.220428,31203.722412,0.974346,251971.875000,0.120661,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,71.665634,575.749029,0.124474,15748.242188,0.004551,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,26541.502960,31203.722412,0.850588,251971.875000,0.105335,141277.250000,blurred,1
vertical_bars,3,5,9,20392010,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,92.928115,575.749029,0.161404,15748.242188,0.005901,7912.250000,blurred,1
vertical_bars,3,5,9,20392010,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,26515.502533,31203.722412,0.849754,251971.875000,0.105232,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,identity,No preprocessing,laplacian_variance,4557.563463,4557.563463,1.000000,15748.242188,0.289401,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,identity,No preprocessing,tenengrad_energy,35751.671234,35751.671234,1.000000,251971.875000,0.141888,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,4710.857258,4557.563463,1.033635,15748.242188,0.299135,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,35833.524689,35751.671234,1.002290,251971.875000,0.142212,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,5068.066221,4557.563463,1.112012,15748.242188,0.321818,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,36350.979919,35751.671234,1.016763,251971.875000,0.144266,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,1755.650252,4557.563463,0.385217,15748.242188,0.111482,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,35708.261475,35751.671234,0.998786,251971.875000,0.141715,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,103.417246,4557.563463,0.022691,15748.242188,0.006567,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,27012.840118,35751.671234,0.755569,251971.875000,0.107206,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,103.417246,4557.563463,0.022691,15748.242188,0.006567,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,27012.840118,35751.671234,0.755569,251971.875000,0.107206,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,88.850890,4557.563463,0.019495,15748.242188,0.005642,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,26827.545349,35751.671234,0.750386,251971.875000,0.106470,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,9832.581159,4557.563463,2.157421,15748.242188,0.624361,7912.250000,blurred,0
vertical_bars,3,15,0,20393001,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,42537.241760,35751.671234,1.189797,251971.875000,0.168817,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,16670.822645,4557.563463,3.657837,15748.242188,1.058583,7912.250000,blurred,0
vertical_bars,3,15,0,20393001,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,50236.766876,35751.671234,1.405159,251971.875000,0.199375,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,149.271176,4557.563463,0.032752,15748.242188,0.009479,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,31372.020874,35751.671234,0.877498,251971.875000,0.124506,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,138.960674,4557.563463,0.030490,15748.242188,0.008824,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,30931.228821,35751.671234,0.865169,251971.875000,0.122757,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,106.428324,4557.563463,0.023352,15748.242188,0.006758,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,27063.876556,35751.671234,0.756996,251971.875000,0.107408,141277.250000,blurred,1
vertical_bars,3,15,0,20393001,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,133.969589,4557.563463,0.029395,15748.242188,0.008507,7912.250000,blurred,1
vertical_bars,3,15,0,20393001,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,27032.307526,35751.671234,0.756113,251971.875000,0.107283,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,identity,No preprocessing,laplacian_variance,4559.875699,4559.875699,1.000000,15748.242188,0.289548,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,identity,No preprocessing,tenengrad_energy,35882.235138,35882.235138,1.000000,251971.875000,0.142406,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,4707.352981,4559.875699,1.032342,15748.242188,0.298913,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,35960.891357,35882.235138,1.002192,251971.875000,0.142718,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,5023.495662,4559.875699,1.101674,15748.242188,0.318988,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,36502.693451,35882.235138,1.017292,251971.875000,0.144868,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,1815.740938,4559.875699,0.398200,15748.242188,0.115298,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,35850.482605,35882.235138,0.999115,251971.875000,0.142280,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,103.932358,4559.875699,0.022793,15748.242188,0.006600,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,27111.730591,35882.235138,0.755575,251971.875000,0.107598,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,103.932358,4559.875699,0.022793,15748.242188,0.006600,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,27111.730591,35882.235138,0.755575,251971.875000,0.107598,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,89.215012,4559.875699,0.019565,15748.242188,0.005665,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,26900.299805,35882.235138,0.749683,251971.875000,0.106759,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,9836.638999,4559.875699,2.157216,15748.242188,0.624618,7912.250000,blurred,0
vertical_bars,3,15,1,20393002,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,42699.598969,35882.235138,1.189993,251971.875000,0.169462,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,16702.987078,4559.875699,3.663036,15748.242188,1.060625,7912.250000,blurred,0
vertical_bars,3,15,1,20393002,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,50453.772034,35882.235138,1.406093,251971.875000,0.200236,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,150.176163,4559.875699,0.032934,15748.242188,0.009536,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,31462.510101,35882.235138,0.876827,251971.875000,0.124865,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,139.699889,4559.875699,0.030637,15748.242188,0.008871,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,31006.645752,35882.235138,0.864122,251971.875000,0.123056,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,106.634231,4559.875699,0.023385,15748.242188,0.006771,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,27131.441864,35882.235138,0.756125,251971.875000,0.107676,141277.250000,blurred,1
vertical_bars,3,15,1,20393002,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,133.187881,4559.875699,0.029209,15748.242188,0.008457,7912.250000,blurred,1
vertical_bars,3,15,1,20393002,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,27124.833191,35882.235138,0.755940,251971.875000,0.107650,141277.250000,blurred,1
vertical_bars,3,15,2,20393003,identity,No preprocessing,laplacian_variance,4491.627028,4491.627028,1.000000,15748.242188,0.285215,7912.250000,blurred,1
vertical_bars,3,15,2,20393003,identity,No preprocessing,tenengrad_energy,35874.020325,35874.020325,1.000000,251971.875000,0.142373,141277.250000,blurred,1
