pattern,blur_sigma,noise_std,trial,seed,pipeline,pipeline_description,metric,score,identity_same_input_score,ratio_to_identity_same_input,identity_sharp_anchor,ratio_to_identity_sharp_anchor,calibration_threshold,expected_class,predicted_blurred
checkerboard,1,0,4,20271005,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,1135.931274,2045.114502,0.555437,39124.539185,0.029034,19596.280945,intermediate,1
checkerboard,1,0,4,20271005,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,133362.771973,170318.874023,0.783018,412407.092285,0.323377,212771.225098,intermediate,1
checkerboard,1,0,4,20271005,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,929.897881,2045.114502,0.454692,39124.539185,0.023768,19596.280945,intermediate,1
checkerboard,1,0,4,20271005,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,110085.632690,170318.874023,0.646350,412407.092285,0.266934,212771.225098,intermediate,1
checkerboard,1,0,4,20271005,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,1051.806578,2045.114502,0.514302,39124.539185,0.026884,19596.280945,intermediate,1
checkerboard,1,0,4,20271005,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,110702.202942,170318.874023,0.649970,412407.092285,0.268429,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,identity,No preprocessing,laplacian_variance,2045.114502,2045.114502,1.000000,39124.539185,0.052272,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,identity,No preprocessing,tenengrad_energy,170318.874023,170318.874023,1.000000,412407.092285,0.412987,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,2077.649841,2045.114502,1.015909,39124.539185,0.053103,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,170160.272461,170318.874023,0.999069,412407.092285,0.412603,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,2474.828735,2045.114502,1.210117,39124.539185,0.063255,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,168657.910034,170318.874023,0.990248,412407.092285,0.408960,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,2435.537528,2045.114502,1.190905,39124.539185,0.062251,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,169951.674377,170318.874023,0.997844,412407.092285,0.412097,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,766.168457,2045.114502,0.374634,39124.539185,0.019583,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,108817.835449,170318.874023,0.638906,412407.092285,0.263860,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,3183.902832,2045.114502,1.556834,39124.539185,0.081379,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,208135.876953,170318.874023,1.222036,412407.092285,0.504685,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,4437.624268,2045.114502,2.169866,39124.539185,0.113423,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,234188.516113,170318.874023,1.375000,412407.092285,0.567858,212771.225098,intermediate,0
checkerboard,1,0,5,20271006,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,1298.261230,2045.114502,0.634811,39124.539185,0.033183,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,146036.617920,170318.874023,0.857431,412407.092285,0.354108,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,1135.931274,2045.114502,0.555437,39124.539185,0.029034,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,133362.771973,170318.874023,0.783018,412407.092285,0.323377,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,929.897881,2045.114502,0.454692,39124.539185,0.023768,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,110085.632690,170318.874023,0.646350,412407.092285,0.266934,212771.225098,intermediate,1
checkerboard,1,0,5,20271006,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,1051.806578,2045.114502,0.514302,39124.539185,0.026884,19596.280945,intermediate,1
checkerboard,1,0,5,20271006,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,110702.202942,170318.874023,0.649970,412407.092285,0.268429,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,identity,No preprocessing,laplacian_variance,2045.114502,2045.114502,1.000000,39124.539185,0.052272,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,identity,No preprocessing,tenengrad_energy,170318.874023,170318.874023,1.000000,412407.092285,0.412987,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,2077.649841,2045.114502,1.015909,39124.539185,0.053103,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,170160.272461,170318.874023,0.999069,412407.092285,0.412603,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,2474.828735,2045.114502,1.210117,39124.539185,0.063255,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,168657.910034,170318.874023,0.990248,412407.092285,0.408960,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,2435.537528,2045.114502,1.190905,39124.539185,0.062251,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,169951.674377,170318.874023,0.997844,412407.092285,0.412097,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,766.168457,2045.114502,0.374634,39124.539185,0.019583,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,108817.835449,170318.874023,0.638906,412407.092285,0.263860,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,3183.902832,2045.114502,1.556834,39124.539185,0.081379,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,208135.876953,170318.874023,1.222036,412407.092285,0.504685,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,4437.624268,2045.114502,2.169866,39124.539185,0.113423,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,234188.516113,170318.874023,1.375000,412407.092285,0.567858,212771.225098,intermediate,0
checkerboard,1,0,6,20271007,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,1298.261230,2045.114502,0.634811,39124.539185,0.033183,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,146036.617920,170318.874023,0.857431,412407.092285,0.354108,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,1135.931274,2045.114502,0.555437,39124.539185,0.029034,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,133362.771973,170318.874023,0.783018,412407.092285,0.323377,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,929.897881,2045.114502,0.454692,39124.539185,0.023768,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,110085.632690,170318.874023,0.646350,412407.092285,0.266934,212771.225098,intermediate,1
checkerboard,1,0,6,20271007,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,1051.806578,2045.114502,0.514302,39124.539185,0.026884,19596.280945,intermediate,1
checkerboard,1,0,6,20271007,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,110702.202942,170318.874023,0.649970,412407.092285,0.268429,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,identity,No preprocessing,laplacian_variance,2045.114502,2045.114502,1.000000,39124.539185,0.052272,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,identity,No preprocessing,tenengrad_energy,170318.874023,170318.874023,1.000000,412407.092285,0.412987,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,2077.649841,2045.114502,1.015909,39124.539185,0.053103,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,170160.272461,170318.874023,0.999069,412407.092285,0.412603,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,2474.828735,2045.114502,1.210117,39124.539185,0.063255,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,168657.910034,170318.874023,0.990248,412407.092285,0.408960,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,2435.537528,2045.114502,1.190905,39124.539185,0.062251,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,169951.674377,170318.874023,0.997844,412407.092285,0.412097,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,766.168457,2045.114502,0.374634,39124.539185,0.019583,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,108817.835449,170318.874023,0.638906,412407.092285,0.263860,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,3183.902832,2045.114502,1.556834,39124.539185,0.081379,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,208135.876953,170318.874023,1.222036,412407.092285,0.504685,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,4437.624268,2045.114502,2.169866,39124.539185,0.113423,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,234188.516113,170318.874023,1.375000,412407.092285,0.567858,212771.225098,intermediate,0
checkerboard,1,0,7,20271008,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,1298.261230,2045.114502,0.634811,39124.539185,0.033183,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,146036.617920,170318.874023,0.857431,412407.092285,0.354108,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,1135.931274,2045.114502,0.555437,39124.539185,0.029034,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,133362.771973,170318.874023,0.783018,412407.092285,0.323377,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,929.897881,2045.114502,0.454692,39124.539185,0.023768,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,110085.632690,170318.874023,0.646350,412407.092285,0.266934,212771.225098,intermediate,1
checkerboard,1,0,7,20271008,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,1051.806578,2045.114502,0.514302,39124.539185,0.026884,19596.280945,intermediate,1
checkerboard,1,0,7,20271008,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,110702.202942,170318.874023,0.649970,412407.092285,0.268429,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,identity,No preprocessing,laplacian_variance,2045.114502,2045.114502,1.000000,39124.539185,0.052272,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,identity,No preprocessing,tenengrad_energy,170318.874023,170318.874023,1.000000,412407.092285,0.412987,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,2077.649841,2045.114502,1.015909,39124.539185,0.053103,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,170160.272461,170318.874023,0.999069,412407.092285,0.412603,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,2474.828735,2045.114502,1.210117,39124.539185,0.063255,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,168657.910034,170318.874023,0.990248,412407.092285,0.408960,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,2435.537528,2045.114502,1.190905,39124.539185,0.062251,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,169951.674377,170318.874023,0.997844,412407.092285,0.412097,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,766.168457,2045.114502,0.374634,39124.539185,0.019583,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,108817.835449,170318.874023,0.638906,412407.092285,0.263860,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,3183.902832,2045.114502,1.556834,39124.539185,0.081379,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,208135.876953,170318.874023,1.222036,412407.092285,0.504685,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,4437.624268,2045.114502,2.169866,39124.539185,0.113423,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,234188.516113,170318.874023,1.375000,412407.092285,0.567858,212771.225098,intermediate,0
checkerboard,1,0,8,20271009,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,1298.261230,2045.114502,0.634811,39124.539185,0.033183,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,146036.617920,170318.874023,0.857431,412407.092285,0.354108,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,1135.931274,2045.114502,0.555437,39124.539185,0.029034,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,133362.771973,170318.874023,0.783018,412407.092285,0.323377,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,929.897881,2045.114502,0.454692,39124.539185,0.023768,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,110085.632690,170318.874023,0.646350,412407.092285,0.266934,212771.225098,intermediate,1
checkerboard,1,0,8,20271009,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,1051.806578,2045.114502,0.514302,39124.539185,0.026884,19596.280945,intermediate,1
checkerboard,1,0,8,20271009,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,110702.202942,170318.874023,0.649970,412407.092285,0.268429,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,identity,No preprocessing,laplacian_variance,2045.114502,2045.114502,1.000000,39124.539185,0.052272,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,identity,No preprocessing,tenengrad_energy,170318.874023,170318.874023,1.000000,412407.092285,0.412987,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,2077.649841,2045.114502,1.015909,39124.539185,0.053103,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,170160.272461,170318.874023,0.999069,412407.092285,0.412603,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,2474.828735,2045.114502,1.210117,39124.539185,0.063255,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,168657.910034,170318.874023,0.990248,412407.092285,0.408960,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,2435.537528,2045.114502,1.190905,39124.539185,0.062251,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,169951.674377,170318.874023,0.997844,412407.092285,0.412097,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,930.383118,2045.114502,0.454930,39124.539185,0.023780,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,110946.739136,170318.874023,0.651406,412407.092285,0.269022,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,766.168457,2045.114502,0.374634,39124.539185,0.019583,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,108817.835449,170318.874023,0.638906,412407.092285,0.263860,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,3183.902832,2045.114502,1.556834,39124.539185,0.081379,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,208135.876953,170318.874023,1.222036,412407.092285,0.504685,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,4437.624268,2045.114502,2.169866,39124.539185,0.113423,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,unsharp_1_0,"Unsharp amount 1.0, sigma 1",tenengrad_energy,234188.516113,170318.874023,1.375000,412407.092285,0.567858,212771.225098,intermediate,0
checkerboard,1,0,9,20271010,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,laplacian_variance,1298.261230,2045.114502,0.634811,39124.539185,0.033183,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,denoise_then_unsharp,Gaussian denoise then unsharp amount 1.0,tenengrad_energy,146036.617920,170318.874023,0.857431,412407.092285,0.354108,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,laplacian_variance,1135.931274,2045.114502,0.555437,39124.539185,0.029034,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,unsharp_then_denoise,Unsharp amount 1.0 then Gaussian denoise,tenengrad_energy,133362.771973,170318.874023,0.783018,412407.092285,0.323377,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,jpeg_then_resize,JPEG quality 75 then area-linear resize,laplacian_variance,929.897881,2045.114502,0.454692,39124.539185,0.023768,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,jpeg_then_resize,JPEG quality 75 then area-linear resize,tenengrad_energy,110085.632690,170318.874023,0.646350,412407.092285,0.266934,212771.225098,intermediate,1
checkerboard,1,0,9,20271010,resize_then_jpeg,Area-linear resize then JPEG quality 75,laplacian_variance,1051.806578,2045.114502,0.514302,39124.539185,0.026884,19596.280945,intermediate,1
checkerboard,1,0,9,20271010,resize_then_jpeg,Area-linear resize then JPEG quality 75,tenengrad_energy,110702.202942,170318.874023,0.649970,412407.092285,0.268429,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,identity,No preprocessing,laplacian_variance,2498.549513,2498.549513,1.000000,39124.539185,0.063861,19596.280945,intermediate,1
checkerboard,1,5,0,20272001,identity,No preprocessing,tenengrad_energy,169760.115417,169760.115417,1.000000,412407.092285,0.411632,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,jpeg_q95,JPEG quality 95 round trip,laplacian_variance,2592.040617,2498.549513,1.037418,39124.539185,0.066251,19596.280945,intermediate,1
checkerboard,1,5,0,20272001,jpeg_q95,JPEG quality 95 round trip,tenengrad_energy,169566.323303,169760.115417,0.998858,412407.092285,0.411162,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,jpeg_q75,JPEG quality 75 round trip,laplacian_variance,2508.503555,2498.549513,1.003984,39124.539185,0.064116,19596.280945,intermediate,1
checkerboard,1,5,0,20272001,jpeg_q75,JPEG quality 75 round trip,tenengrad_energy,168885.019379,169760.115417,0.994845,412407.092285,0.409510,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,jpeg_q50,JPEG quality 50 round trip,laplacian_variance,2582.172943,2498.549513,1.033469,39124.539185,0.065999,19596.280945,intermediate,1
checkerboard,1,5,0,20272001,jpeg_q50,JPEG quality 50 round trip,tenengrad_energy,170016.110657,169760.115417,1.001508,412407.092285,0.412253,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",laplacian_variance,934.598785,2498.549513,0.374057,39124.539185,0.023888,19596.280945,intermediate,1
checkerboard,1,5,0,20272001,resize_area_linear,"0.5x INTER_AREA down, INTER_LINEAR up",tenengrad_energy,109423.459076,169760.115417,0.644577,412407.092285,0.265329,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,resize_linear_linear,0.5x INTER_LINEAR down and up,laplacian_variance,934.598785,2498.549513,0.374057,39124.539185,0.023888,19596.280945,intermediate,1
checkerboard,1,5,0,20272001,resize_linear_linear,0.5x INTER_LINEAR down and up,tenengrad_energy,109423.459076,169760.115417,0.644577,412407.092285,0.265329,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,gaussian_denoise,Gaussian low-pass sigma 1,laplacian_variance,771.290817,2498.549513,0.308695,39124.539185,0.019714,19596.280945,intermediate,1
checkerboard,1,5,0,20272001,gaussian_denoise,Gaussian low-pass sigma 1,tenengrad_energy,107616.719635,169760.115417,0.633934,412407.092285,0.260948,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,unsharp_0_5,"Unsharp amount 0.5, sigma 1",laplacian_variance,3911.472580,2498.549513,1.565497,39124.539185,0.099975,19596.280945,intermediate,1
checkerboard,1,5,0,20272001,unsharp_0_5,"Unsharp amount 0.5, sigma 1",tenengrad_energy,205874.819885,169760.115417,1.212740,412407.092285,0.499203,212771.225098,intermediate,1
checkerboard,1,5,0,20272001,unsharp_1_0,"Unsharp amount 1.0, sigma 1",laplacian_variance,5339.131317,2498.549513,2.136892,39124.539185,0.136465,19596.280945,intermediate,1
