platform_label,python_version,binding_distribution_version,binding_module_version,step_processor,writer_status,reader_status,transferred_roots,constructed_valid,imported_valid,constructed_solids,constructed_faces,constructed_edges,constructed_vertices,imported_solids,imported_faces,imported_edges,imported_vertices,internal_parser_decision,internal_parser_reason,internal_parser_line,internal_parser_column,source_bytes,source_sha256
linux-x64-reference,3.12,7.9.3.1.1,7.9.3.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1,1,1,1,6,12,8,1,6,12,8,reject,illegal_character,38,38,15416,a418c0ce0f670673348a7bfe054ed3480a1e57b6c5851b63338871d8b8b94bea
