history,history_description,alignment,crop_offset,noise_std,blur_sigma,metric,observations,score_mean,score_sample_std,primary_ratio_mean,primary_ratio_sample_std,primary_ratio_p10,primary_ratio_median,primary_ratio_p90,uncompressed_ratio_mean,uncompressed_ratio_sample_std
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,0,3,tenengrad_energy,15,3835.198120,2943.169345,1.068257,0.049155,1.032272,1.037142,1.135356,1.091895,0.052254
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,15,0,laplacian_variance,15,11848.686230,10063.239471,1.892058,0.732184,1.091026,1.762283,2.814889,1.515270,0.414327
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,15,0,tenengrad_energy,15,93562.250844,106958.058038,1.313022,0.373327,1.012350,1.106589,1.823214,1.351179,0.423221
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,15,1,laplacian_variance,15,4400.220198,758.288552,2.537393,0.385750,2.010004,2.747383,2.860377,1.819978,0.110440
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,15,1,tenengrad_energy,15,43657.058366,44675.447934,1.398130,0.394068,1.049891,1.215433,1.930208,1.443545,0.447096
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,15,2,laplacian_variance,15,3961.195756,223.225498,2.790187,0.086518,2.668972,2.816658,2.874935,1.905285,0.038120
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,15,2,tenengrad_energy,15,19203.178052,14174.105956,1.492561,0.411257,1.108037,1.327840,2.044485,1.552378,0.472331
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,15,3,laplacian_variance,15,3808.263009,121.170086,2.824644,0.046424,2.761475,2.830777,2.871852,1.878633,0.049175
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,aligned,0,15,3,tenengrad_energy,15,9511.043488,2916.501658,1.657449,0.331904,1.348338,1.514909,2.106492,1.736762,0.387233
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,0,0,laplacian_variance,15,7680.001537,9480.165982,0.941954,0.262405,0.659012,0.892750,1.274099,0.899158,0.314210
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,0,0,tenengrad_energy,15,94378.307688,115522.540555,1.025412,0.028911,0.986183,1.041028,1.049024,1.030838,0.021042
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,0,1,laplacian_variance,15,439.676761,546.907113,0.945603,0.151568,0.797538,0.894259,1.145013,1.189199,0.235144
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,0,1,tenengrad_energy,15,37282.469381,43814.263351,1.002827,0.006376,0.998064,0.998891,1.011525,0.999278,0.015496
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,0,2,laplacian_variance,15,72.048038,87.006246,0.892307,0.328020,0.593698,0.752198,1.331025,1.313329,0.453425
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,0,2,tenengrad_energy,15,13083.023946,13568.113312,1.003380,0.021536,0.985314,0.992300,1.032526,1.011739,0.032208
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,0,3,laplacian_variance,15,18.839992,15.909808,0.928892,0.437316,0.482181,0.808618,1.495876,1.374456,0.429028
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,0,3,tenengrad_energy,15,3627.246796,2698.236055,1.014877,0.031807,0.975124,1.019550,1.049956,1.037051,0.034076
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,15,0,laplacian_variance,15,8441.864373,10131.097394,0.690163,0.249242,0.349574,0.800185,0.916086,0.601769,0.270429
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,15,0,tenengrad_energy,15,92985.874048,110684.338154,0.973511,0.044071,0.913069,1.000348,1.006741,0.993707,0.019996
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,15,1,laplacian_variance,15,891.867349,613.733925,0.441204,0.152364,0.303956,0.372603,0.646379,0.332586,0.151770
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,15,1,tenengrad_energy,15,40193.548503,44767.392189,0.955796,0.050499,0.886286,0.981455,0.998408,0.978934,0.027218
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,15,2,laplacian_variance,15,474.800791,96.652418,0.330906,0.039745,0.298604,0.306958,0.385991,0.226963,0.034514
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,15,2,tenengrad_energy,15,15483.063957,13912.890715,0.941084,0.051169,0.870583,0.961376,0.988638,0.970499,0.027807
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,15,3,laplacian_variance,15,416.847586,25.638931,0.308577,0.011116,0.297162,0.306288,0.324080,0.205650,0.010087
gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,shifted_4x4,4,15,3,tenengrad_energy,15,5804.584717,2761.617296,0.919167,0.044235,0.858632,0.937478,0.960196,0.958345,0.026513
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,0,0,laplacian_variance,15,8047.962753,10365.565020,1.000150,0.000220,1.000000,1.000000,1.000450,0.931761,0.099892
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,0,0,tenengrad_energy,15,87810.734985,107425.018541,0.999746,0.000372,0.999237,1.000000,1.000000,1.002525,0.003697
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,0,1,laplacian_variance,15,497.164357,609.424851,1.000000,0.000000,1.000000,1.000000,1.000000,1.241039,0.115517
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,0,1,tenengrad_energy,15,36616.227407,43134.139471,1.000000,0.000000,1.000000,1.000000,1.000000,0.996688,0.009639
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,0,2,laplacian_variance,15,98.689417,116.268818,1.000000,0.000000,1.000000,1.000000,1.000000,1.429991,0.070362
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,0,2,tenengrad_energy,15,13173.622274,13791.773840,1.000000,0.000000,1.000000,1.000000,1.000000,1.007954,0.011341
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,0,3,laplacian_variance,15,33.223112,35.695047,1.000000,0.000000,1.000000,1.000000,1.000000,1.573843,0.311037
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,0,3,tenengrad_energy,15,3698.198039,2865.598792,1.000000,0.000000,1.000000,1.000000,1.000000,1.022102,0.001949
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,15,0,laplacian_variance,15,9352.342520,10304.415347,1.000474,0.000645,1.000002,1.000078,1.001412,0.833681,0.109110
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,15,0,tenengrad_energy,15,90272.005711,107146.925642,0.999737,0.000421,0.999127,1.000000,1.000034,1.018050,0.021448
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,15,1,laplacian_variance,15,1818.087172,639.876165,1.000043,0.000053,1.000000,1.000020,1.000115,0.725302,0.079355
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,15,1,tenengrad_energy,15,39713.830780,43865.460811,0.999968,0.000062,0.999914,0.999973,1.000000,1.024138,0.024822
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,15,2,laplacian_variance,15,1420.608651,121.150252,1.000002,0.000007,0.999998,1.000000,1.000006,0.682297,0.023918
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,15,2,tenengrad_energy,15,15796.789893,13922.192945,1.000003,0.000023,0.999988,1.000000,1.000005,1.032043,0.026789
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,15,3,laplacian_variance,15,1347.626474,44.637394,1.000001,0.000005,1.000000,1.000000,1.000000,0.664725,0.015658
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,aligned,0,15,3,tenengrad_energy,15,6238.902216,2839.111012,1.000000,0.000000,1.000000,1.000000,1.000000,1.043182,0.021415
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,0,0,laplacian_variance,15,9703.936764,12695.673361,1.026326,0.134116,0.857692,1.048564,1.172723,0.967731,0.215681
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,0,0,tenengrad_energy,15,90093.657715,109794.370719,1.005366,0.007030,0.998498,1.002985,1.014615,1.008139,0.007194
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,0,1,laplacian_variance,15,456.001706,551.797588,0.958757,0.036011,0.910330,0.975448,0.990494,1.208408,0.156871
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,0,1,tenengrad_energy,15,37528.798106,44119.671585,1.005439,0.000969,1.004673,1.004886,1.006757,1.001830,0.010703
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,0,2,laplacian_variance,15,78.404954,94.932595,0.851343,0.161736,0.677934,0.819435,1.056661,1.258115,0.203127
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,0,2,tenengrad_energy,15,13454.780162,14049.010052,1.012572,0.006051,1.004440,1.015349,1.017927,1.020829,0.011485
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,0,3,laplacian_variance,15,18.763366,16.284787,0.803604,0.255530,0.484752,0.839886,1.086173,1.212337,0.190457
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,0,3,tenengrad_energy,15,3601.162740,2697.767054,0.999687,0.020433,0.973896,1.003329,1.021835,1.021563,0.022468
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,15,0,laplacian_variance,15,10362.717715,12186.734894,0.939165,0.133279,0.807789,0.896672,1.111719,0.797855,0.218585
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,15,0,tenengrad_energy,15,92777.261265,109915.913555,1.013011,0.013931,1.001728,1.005363,1.032684,1.031793,0.036424
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,15,1,laplacian_variance,15,1481.783606,643.097506,0.796387,0.064136,0.739521,0.764199,0.883601,0.583024,0.111537
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,15,1,tenengrad_energy,15,40645.080007,44732.145311,1.015176,0.014770,1.002271,1.008324,1.037643,1.040067,0.040909
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,15,2,laplacian_variance,15,1087.127666,123.083626,0.763785,0.025000,0.734418,0.760286,0.794894,0.521773,0.033363
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,15,2,tenengrad_energy,15,16014.791001,13944.002379,1.018609,0.013728,1.004927,1.013518,1.036864,1.051309,0.041402
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,15,3,laplacian_variance,15,1017.961066,46.403954,0.754283,0.014065,0.742656,0.752531,0.768062,0.502309,0.016988
color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,shifted_4x4,4,15,3,tenengrad_energy,15,6333.764160,2761.918008,1.027163,0.013171,1.015490,1.021517,1.045305,1.071700,0.035567
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,0,0,laplacian_variance,15,8048.583135,10365.061167,1.000523,0.000765,1.000000,1.000000,1.001568,0.934355,0.096095
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,0,0,tenengrad_energy,15,87815.780233,107420.687356,1.000089,0.000131,1.000000,1.000000,1.000268,1.005456,0.007987
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,0,1,laplacian_variance,15,497.163974,609.425151,0.999946,0.000080,0.999837,1.000000,1.000000,1.241006,0.115494
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,0,1,tenengrad_energy,15,36616.263926,43134.105583,0.999999,0.000002,0.999996,1.000000,1.000000,0.996734,0.009690
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,0,2,laplacian_variance,15,98.689417,116.268818,1.000000,0.000000,1.000000,1.000000,1.000000,1.429991,0.070362
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,0,2,tenengrad_energy,15,13173.622274,13791.773840,1.000000,0.000000,1.000000,1.000000,1.000000,1.007954,0.011341
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,0,3,laplacian_variance,15,33.223112,35.695047,1.000000,0.000000,1.000000,1.000000,1.000000,1.573843,0.311037
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,0,3,tenengrad_energy,15,3698.198039,2865.598792,1.000000,0.000000,1.000000,1.000000,1.000000,1.022102,0.001949
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,15,0,laplacian_variance,15,9363.127033,10313.292210,0.999886,0.001345,0.998189,1.000000,1.001453,0.835549,0.107501
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,15,0,tenengrad_energy,15,90298.159674,107192.648867,0.999894,0.000769,0.998933,1.000000,1.000740,1.020635,0.026043
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,15,1,laplacian_variance,15,1823.183386,637.935069,1.000573,0.000451,1.000000,1.000725,1.001098,0.727631,0.078336
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,15,1,tenengrad_energy,15,39722.052069,43868.374339,1.000196,0.000232,1.000000,1.000093,1.000486,1.025102,0.025946
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,15,2,laplacian_variance,15,1422.074375,120.069663,1.000131,0.000120,1.000000,1.000109,1.000285,0.683028,0.023409
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,15,2,tenengrad_energy,15,15798.892993,13920.487019,1.000078,0.000099,1.000000,1.000027,1.000201,1.032639,0.027531
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,15,3,laplacian_variance,15,1348.422219,44.045992,1.000040,0.000039,1.000000,1.000040,1.000081,0.665121,0.015397
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,aligned,0,15,3,tenengrad_energy,15,6240.179002,2837.764686,1.000023,0.000025,1.000000,1.000013,1.000060,1.043610,0.021958
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,0,0,laplacian_variance,15,9704.230983,12695.378320,1.027231,0.132578,0.861042,1.047928,1.172723,0.970383,0.211534
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,0,0,tenengrad_energy,15,90096.857544,109790.585767,1.006697,0.006661,0.998498,1.007376,1.014218,1.012085,0.010697
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,0,1,laplacian_variance,15,456.021394,551.786129,0.958813,0.036103,0.910330,0.975191,0.990919,1.208513,0.157002
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,0,1,tenengrad_energy,15,37528.899048,44119.556944,1.005583,0.001189,1.004661,1.004886,1.007202,1.002021,0.010930
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,0,2,laplacian_variance,15,78.404954,94.932595,0.851343,0.161736,0.677934,0.819435,1.056661,1.258115,0.203127
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,0,2,tenengrad_energy,15,13454.780162,14049.010052,1.012572,0.006051,1.004440,1.015349,1.017927,1.020829,0.011485
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,0,3,laplacian_variance,15,18.763366,16.284787,0.803604,0.255530,0.484752,0.839886,1.086173,1.212337,0.190457
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,0,3,tenengrad_energy,15,3601.162740,2697.767054,0.999687,0.020433,0.973896,1.003329,1.021835,1.021563,0.022468
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,15,0,laplacian_variance,15,10387.971888,12203.691246,0.942683,0.130198,0.818354,0.896553,1.112649,0.802452,0.215301
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,15,0,tenengrad_energy,15,92824.476125,109992.286412,1.014417,0.016999,1.002044,1.003806,1.038080,1.035782,0.043380
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,15,1,laplacian_variance,15,1489.627687,640.685208,0.799284,0.063007,0.742404,0.772122,0.884877,0.586563,0.110195
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,15,1,tenengrad_energy,15,40657.585402,44735.310107,1.015870,0.015514,1.002311,1.008605,1.039571,1.041532,0.042583
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,15,2,laplacian_variance,15,1088.895065,121.686952,0.764396,0.024605,0.735047,0.761368,0.794909,0.522657,0.032695
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,15,2,tenengrad_energy,15,16017.361991,13941.710121,1.018858,0.014080,1.004930,1.013549,1.037765,1.052102,0.042470
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,15,3,laplacian_variance,15,1018.897194,45.544231,0.754586,0.013632,0.742905,0.752006,0.768081,0.502775,0.016535
color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,shifted_4x4,4,15,3,tenengrad_energy,15,6335.438424,2759.909926,1.027338,0.013387,1.015490,1.021428,1.045906,1.072296,0.036380
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,0,0,laplacian_variance,15,8048.549128,10365.088784,1.003234,0.004735,1.000000,1.000000,1.009703,0.934212,0.096303
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,0,0,tenengrad_energy,15,87814.882812,107421.457739,1.002135,0.003126,1.000000,1.000000,1.006406,1.004935,0.007224
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,0,1,laplacian_variance,15,497.162275,609.426380,0.999895,0.000140,0.999704,0.999981,1.000000,1.240901,0.115424
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,0,1,tenengrad_energy,15,36616.262889,43134.106208,1.000045,0.000067,0.999999,1.000000,1.000136,0.996733,0.009689
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,0,2,laplacian_variance,15,98.689417,116.268818,1.000000,0.000000,1.000000,1.000000,1.000000,1.429991,0.070362
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,0,2,tenengrad_energy,15,13173.622274,13791.773840,1.000000,0.000000,1.000000,1.000000,1.000000,1.007954,0.011341
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,0,3,laplacian_variance,15,33.223112,35.695047,1.000000,0.000000,1.000000,1.000000,1.000000,1.573843,0.311037
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,0,3,tenengrad_energy,15,3698.198039,2865.598792,1.000000,0.000000,1.000000,1.000000,1.000000,1.022102,0.001949
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,15,0,laplacian_variance,15,9364.849612,10312.301213,1.003489,0.003739,1.000881,1.001094,1.008825,0.835949,0.107529
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,15,0,tenengrad_energy,15,90305.839179,107189.300045,1.001677,0.002634,0.999392,1.000396,1.005395,1.020085,0.024487
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,15,1,laplacian_variance,15,1822.545637,638.395084,1.002960,0.002140,1.000725,1.002505,1.006015,0.727322,0.078551
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,15,1,tenengrad_energy,15,39720.923533,43869.218687,1.000685,0.000863,1.000068,1.000140,1.001939,1.024892,0.025715
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,15,2,laplacian_variance,15,1421.916533,120.190365,1.000980,0.000752,1.000006,1.001267,1.001749,0.682949,0.023461
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,15,2,tenengrad_energy,15,15798.578078,13920.746761,1.000482,0.000621,1.000002,1.000131,1.001301,1.032552,0.027421
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,15,3,laplacian_variance,15,1348.373019,44.047539,1.000570,0.000652,1.000000,1.000323,1.001483,0.665096,0.015394
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,aligned,0,15,3,tenengrad_energy,15,6240.096191,2837.826929,1.000378,0.000500,1.000000,1.000102,1.001125,1.043586,0.021935
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,0,0,laplacian_variance,15,9702.917567,12696.344467,1.025699,0.134131,0.857447,1.046928,1.172723,0.967121,0.215555
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,0,0,tenengrad_energy,15,90093.049906,109794.028102,1.006763,0.006692,0.998498,1.007510,1.014280,1.009548,0.008116
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,0,1,laplacian_variance,15,456.018945,551.789102,0.958349,0.035889,0.910330,0.973765,0.990953,1.207878,0.156696
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,0,1,tenengrad_energy,15,37528.771382,44119.669624,1.005490,0.001057,1.004656,1.004886,1.006929,1.001882,0.010768
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,0,2,laplacian_variance,15,78.404954,94.932595,0.851343,0.161736,0.677934,0.819435,1.056661,1.258115,0.203127
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,0,2,tenengrad_energy,15,13454.780162,14049.010052,1.012572,0.006051,1.004440,1.015349,1.017927,1.020829,0.011485
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,0,3,laplacian_variance,15,18.763366,16.284787,0.803604,0.255530,0.484752,0.839886,1.086173,1.212337,0.190457
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,0,3,tenengrad_energy,15,3601.162740,2697.767054,0.999687,0.020433,0.973896,1.003329,1.021835,1.021563,0.022468
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,15,0,laplacian_variance,15,10372.767437,12198.934937,0.940706,0.132155,0.813745,0.894957,1.112867,0.798995,0.217899
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,15,0,tenengrad_energy,15,92793.866195,109946.185153,1.014367,0.016414,1.001976,1.004301,1.037323,1.033225,0.039011
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,15,1,laplacian_variance,15,1483.608170,642.853439,0.797521,0.063769,0.740847,0.765992,0.884105,0.583822,0.111328
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,15,1,tenengrad_energy,15,40647.461328,44733.948397,1.015442,0.015131,1.002325,1.008220,1.038459,1.040348,0.041298
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,15,2,laplacian_variance,15,1087.588343,122.770037,0.764128,0.024799,0.734912,0.761010,0.794900,0.522002,0.033212
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,15,2,tenengrad_energy,15,16015.434869,13943.502143,1.018772,0.013925,1.004928,1.013604,1.037328,1.051482,0.041608
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,15,3,laplacian_variance,15,1018.148827,46.271114,0.754425,0.013962,0.742854,0.752598,0.768110,0.502402,0.016922
color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,shifted_4x4,4,15,3,tenengrad_energy,15,6334.189164,2761.424252,1.027302,0.013364,1.015490,1.021544,1.045652,1.071849,0.035773
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,0,0,laplacian_variance,15,8048.456482,10365.164178,0.999858,0.000209,0.999572,1.000000,1.000002,0.933822,0.096877
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,0,0,tenengrad_energy,15,87815.639303,107420.808559,1.000008,0.000012,1.000000,1.000000,1.000025,1.005374,0.007866
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,0,1,laplacian_variance,15,497.163045,609.425733,0.999932,0.000088,0.999812,0.999984,1.000000,1.240988,0.115481
color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,aligned,0,0,1,tenengrad_energy,15,36616.266327,43134.103276,1.000002,0.000003,1.000000,1.000000,1.000006,0.996737,0.009693
