pattern,blur_sigma,quality,chroma_sampling,encoder_path,encoded_sha256,decoded_pixels_equal,pixel_mae,pixel_max_abs_error,changed_pixel_fraction,opencv_decoded_sha256,pillow_decoded_sha256,laplacian_pillow_to_opencv_ratio,tenengrad_pillow_to_opencv_ratio
achromatic_checkerboard,2,75,444,opencv_quality,37b657ad0446582566899ebb2a6f72dcaa0e0c45e642e0c52161fee5bd4ab2d3,1,0.000000,0,0.000000,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,1.000000,1.000000
achromatic_checkerboard,2,75,444,pillow_quality,37b657ad0446582566899ebb2a6f72dcaa0e0c45e642e0c52161fee5bd4ab2d3,1,0.000000,0,0.000000,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,1.000000,1.000000
achromatic_checkerboard,2,75,444,pillow_explicit_dqt,37b657ad0446582566899ebb2a6f72dcaa0e0c45e642e0c52161fee5bd4ab2d3,1,0.000000,0,0.000000,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,1.000000,1.000000
achromatic_checkerboard,2,75,444,pillow_optimized,5b7adf92b46b1af061f9a72a94c885a3e588bef1acc63992b9c87396aad19ff8,1,0.000000,0,0.000000,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,1.000000,1.000000
achromatic_checkerboard,2,75,420,opencv_quality,5d5bae0f67edcb3285ba4eacba3da966fc4f765b60ff2943c852a45b111ab67c,1,0.000000,0,0.000000,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,1.000000,1.000000
achromatic_checkerboard,2,75,420,pillow_quality,5d5bae0f67edcb3285ba4eacba3da966fc4f765b60ff2943c852a45b111ab67c,1,0.000000,0,0.000000,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,1.000000,1.000000
achromatic_checkerboard,2,75,420,pillow_explicit_dqt,5d5bae0f67edcb3285ba4eacba3da966fc4f765b60ff2943c852a45b111ab67c,1,0.000000,0,0.000000,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,1.000000,1.000000
achromatic_checkerboard,2,75,420,pillow_optimized,00e1347199e000325636b9578d8a4b6847a2624d68f225f9e5a2b43a53fd1f60,1,0.000000,0,0.000000,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,9b07a5d35138511b3655c1a6259fd82f59bd2d469591da6df645102ddbe4564c,1.000000,1.000000
achromatic_checkerboard,2,95,444,opencv_quality,748112a920f3006714dcb1878c0cfcd64d085feeded297d53bd674d4c53d007d,1,0.000000,0,0.000000,ec0b24fa0e6a914b14f84d8dea413ef74acbb839de2147af4e63015889b4ca60,ec0b24fa0e6a914b14f84d8dea413ef74acbb839de2147af4e63015889b4ca60,1.000000,1.000000
achromatic_checkerboard,2,95,444,pillow_quality,748112a920f3006714dcb1878c0cfcd64d085feeded297d53bd674d4c53d007d,1,0.000000,0,0.000000,ec0b24fa0e6a914b14f84d8dea413ef74acbb839de2147af4e63015889b4ca60,ec0b24fa0e6a914b14f84d8dea413ef74acbb839de2147af4e63015889b4ca60,1.000000,1.000000
