pattern,blur_sigma,noise_std,trial,seed,alignment,crop_offset,history,history_description,color_path,primary_quality,secondary_quality,primary_sampling,secondary_sampling,metric,score,primary_only_score,ratio_to_primary_only,uncompressed_same_crop_score,ratio_to_uncompressed_same_crop,calibration_threshold,expected_class,predicted_blurred
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,laplacian_variance,22106.470033,24217.154827,0.912843,24909.688957,0.887465,11540.792358,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,tenengrad_energy,243704.426788,241732.716705,1.008157,241557.371155,1.008888,123193.868774,sharp,0
achromatic_checkerboard,0,15,0,20262301,aligned,0,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,laplacian_variance,23345.867528,23345.867528,1.000000,24069.952210,0.969917,11110.691620,sharp,0
achromatic_checkerboard,0,15,0,20262301,aligned,0,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,tenengrad_energy,235870.009521,235870.009521,1.000000,235788.146027,1.000347,120388.619141,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,laplacian_variance,27078.821918,24192.288759,1.119316,24909.688957,1.087080,11540.792358,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,tenengrad_energy,242103.826569,241639.860687,1.001920,241557.371155,1.002262,123193.868774,sharp,0
achromatic_checkerboard,0,15,0,20262301,aligned,0,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,laplacian_variance,23367.926597,23367.948737,0.999999,24069.952210,0.970834,11110.691620,sharp,0
achromatic_checkerboard,0,15,0,20262301,aligned,0,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,tenengrad_energy,235962.259460,235962.267578,1.000000,235788.146027,1.000738,120388.619141,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,laplacian_variance,27123.564226,24215.051083,1.120112,24909.688957,1.088876,11540.792358,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,tenengrad_energy,242241.184387,241733.668304,1.002099,241557.371155,1.002831,123193.868774,sharp,0
achromatic_checkerboard,0,15,0,20262301,aligned,0,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,laplacian_variance,23367.850577,23345.867528,1.000942,24069.952210,0.970831,11110.691620,sharp,0
achromatic_checkerboard,0,15,0,20262301,aligned,0,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,tenengrad_energy,235961.474060,235870.009521,1.000388,235788.146027,1.000735,120388.619141,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,laplacian_variance,27104.733019,24192.288759,1.120387,24909.688957,1.088120,11540.792358,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,tenengrad_energy,242163.025116,241639.860687,1.002165,241557.371155,1.002507,123193.868774,sharp,0
achromatic_checkerboard,0,15,0,20262301,aligned,0,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,laplacian_variance,23367.705512,23367.948737,0.999990,24069.952210,0.970825,11110.691620,sharp,0
achromatic_checkerboard,0,15,0,20262301,aligned,0,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,tenengrad_energy,235961.716431,235962.267578,0.999998,235788.146027,1.000736,120388.619141,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,laplacian_variance,27123.293566,24215.051083,1.120101,24909.688957,1.088865,11540.792358,sharp,0
achromatic_checkerboard,0,15,0,20262301,shifted_4x4,4,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,tenengrad_energy,242239.123047,241733.668304,1.002091,241557.371155,1.002822,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,laplacian_variance,23489.017222,23489.017222,1.000000,24177.350600,0.971530,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,tenengrad_energy,236268.127808,236268.127808,1.000000,236162.990295,1.000445,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,laplacian_variance,27056.230804,24341.167821,1.111542,25029.819664,1.080960,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,tenengrad_energy,242492.468811,242002.502045,1.002025,241893.237244,1.002477,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,laplacian_variance,23530.360202,24328.639663,0.967188,24177.350600,0.973240,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,tenengrad_energy,236463.370728,236280.188446,1.000775,236162.990295,1.001272,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,laplacian_variance,27080.200305,25181.640852,1.075395,25029.819664,1.081918,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,tenengrad_energy,242473.846405,242008.075195,1.001925,241893.237244,1.002400,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,laplacian_variance,22574.255774,22564.309867,1.000441,24177.350600,0.933694,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,tenengrad_energy,235961.205841,235896.246490,1.000275,236162.990295,0.999146,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,laplacian_variance,27161.722688,23433.783219,1.159084,25029.819664,1.085175,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,tenengrad_energy,241944.378082,241658.628265,1.001182,241893.237244,1.000211,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,laplacian_variance,23501.319409,23489.017222,1.000524,24177.350600,0.972039,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,tenengrad_energy,236288.660950,236268.127808,1.000087,236162.990295,1.000532,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,laplacian_variance,24488.309846,24341.167821,1.006045,25029.819664,0.978365,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,tenengrad_energy,242191.620850,242002.502045,1.000781,241893.237244,1.001234,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,laplacian_variance,25611.315765,23489.017222,1.090353,24177.350600,1.059310,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,tenengrad_energy,239356.217316,236268.127808,1.013070,236162.990295,1.013521,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,laplacian_variance,22308.236355,24341.167821,0.916482,25029.819664,0.891266,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,tenengrad_energy,243473.071350,242002.502045,1.006077,241893.237244,1.006531,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,laplacian_variance,23461.488765,23461.124110,1.000016,24177.350600,0.970391,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,tenengrad_energy,236172.225403,236171.135315,1.000005,236162.990295,1.000039,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,laplacian_variance,27005.031059,24313.769325,1.110689,25029.819664,1.078914,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,tenengrad_energy,242295.141357,241905.369598,1.001611,241893.237244,1.001661,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,laplacian_variance,23488.211604,23488.211604,1.000000,24177.350600,0.971497,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,tenengrad_energy,236271.519714,236271.519714,1.000000,236162.990295,1.000460,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,laplacian_variance,27054.324480,24340.549201,1.111492,25029.819664,1.080884,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,tenengrad_energy,242491.579254,242005.520111,1.002008,241893.237244,1.002474,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,laplacian_variance,23488.448359,23461.124110,1.001165,24177.350600,0.971506,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,tenengrad_energy,236272.249634,236171.135315,1.000428,236162.990295,1.000463,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,laplacian_variance,27031.126794,24313.769325,1.111762,25029.819664,1.079957,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,tenengrad_energy,242352.941040,241905.369598,1.001850,241893.237244,1.001900,123193.868774,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,laplacian_variance,23487.953196,23488.211604,0.999989,24177.350600,0.971486,11110.691620,sharp,0
achromatic_checkerboard,0,15,1,20262302,aligned,0,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,tenengrad_energy,236271.247559,236271.519714,0.999999,236162.990295,1.000458,120388.619141,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,laplacian_variance,27054.103287,24340.549201,1.111483,25029.819664,1.080875,11540.792358,sharp,0
achromatic_checkerboard,0,15,1,20262302,shifted_4x4,4,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,tenengrad_energy,242491.381866,242005.520111,1.002008,241893.237244,1.002473,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,laplacian_variance,23383.361856,23383.361856,1.000000,24079.862913,0.971075,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,tenengrad_energy,235845.013977,235845.013977,1.000000,235691.863739,1.000650,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,laplacian_variance,26987.551436,24254.623233,1.112677,24938.331626,1.082171,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,tenengrad_energy,242191.180145,241666.417297,1.002171,241513.076935,1.002808,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,laplacian_variance,23424.866319,24229.263001,0.966801,24079.862913,0.972799,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,tenengrad_energy,235937.636444,235789.957123,1.000626,235691.863739,1.001043,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,laplacian_variance,26993.006891,25087.129664,1.075970,24938.331626,1.082390,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,tenengrad_energy,242078.355225,241618.267181,1.001904,241513.076935,1.002341,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,laplacian_variance,22438.514100,22429.451555,1.000404,24079.862913,0.931837,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,tenengrad_energy,235522.397064,235463.148071,1.000252,235691.863739,0.999281,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,laplacian_variance,27108.792975,23285.903259,1.164172,24938.331626,1.087033,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,tenengrad_energy,241950.857910,241331.022339,1.002568,241513.076935,1.001813,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,laplacian_variance,23392.630394,23383.361856,1.000396,24079.862913,0.971460,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,tenengrad_energy,235867.123077,235845.013977,1.000094,235691.863739,1.000744,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,laplacian_variance,24413.010122,24254.623233,1.006530,24938.331626,0.978935,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,tenengrad_energy,241857.382874,241666.417297,1.000790,241513.076935,1.001426,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,laplacian_variance,25547.537504,23383.361856,1.092552,24079.862913,1.060950,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,tenengrad_energy,238811.796509,235845.013977,1.012579,235691.863739,1.013237,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,laplacian_variance,22154.855210,24254.623233,0.913428,24938.331626,0.888386,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,tenengrad_energy,243095.089752,241666.417297,1.005912,241513.076935,1.006550,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,laplacian_variance,23357.743869,23357.291568,1.000019,24079.862913,0.970011,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,tenengrad_energy,235751.937683,235750.559875,1.000006,235691.863739,1.000255,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,laplacian_variance,26908.517282,24227.362763,1.110666,24938.331626,1.079002,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,color_q75_444_to_q75_444,BGR JPEG quality 75 4:4:4 to quality 75 4:4:4,bgr,75,75,444,444,tenengrad_energy,242030.868439,241571.218018,1.001903,241513.076935,1.002144,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,laplacian_variance,23382.379550,23382.379550,1.000000,24079.862913,0.971035,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,tenengrad_energy,235845.339966,235845.339966,1.000000,235691.863739,1.000651,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,laplacian_variance,26976.140675,24253.231143,1.112270,24938.331626,1.081714,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,color_q75_420_to_q75_420,BGR JPEG quality 75 4:2:0 to quality 75 4:2:0,bgr,75,75,420,420,tenengrad_energy,242182.926178,241666.962402,1.002135,241513.076935,1.002774,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,laplacian_variance,23382.848361,23357.291568,1.001094,24079.862913,0.971054,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,tenengrad_energy,235847.508728,235750.559875,1.000411,235691.863739,1.000660,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,laplacian_variance,26937.314705,24227.362763,1.111855,24938.331626,1.080157,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,color_q75_444_to_q75_420,BGR JPEG quality 75 4:4:4 to quality 75 4:2:0,bgr,75,75,444,420,tenengrad_energy,242095.641266,241571.218018,1.002171,241513.076935,1.002412,123193.868774,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,laplacian_variance,23382.120120,23382.379550,0.999989,24079.862913,0.971024,11110.691620,sharp,0
achromatic_checkerboard,0,15,2,20262303,aligned,0,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,tenengrad_energy,235845.942627,235845.339966,1.000003,235691.863739,1.000654,120388.619141,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,laplacian_variance,26977.164936,24253.231143,1.112312,24938.331626,1.081755,11540.792358,sharp,0
achromatic_checkerboard,0,15,2,20262303,shifted_4x4,4,color_q75_420_to_q75_444,BGR JPEG quality 75 4:2:0 to quality 75 4:4:4,bgr,75,75,420,444,tenengrad_energy,242183.637360,241666.962402,1.002138,241513.076935,1.002776,123193.868774,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,laplacian_variance,23474.550773,23474.550773,1.000000,24136.871200,0.972560,11110.691620,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,tenengrad_energy,235802.060974,235802.060974,1.000000,235490.757050,1.001322,120388.619141,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,laplacian_variance,27084.106990,24332.013044,1.113106,25000.197898,1.083356,11540.792358,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q75_to_q75,grayscale JPEG quality 75 to quality 75,grayscale,75,75,none,none,tenengrad_energy,242411.167755,241676.142365,1.003041,241354.224121,1.004379,123193.868774,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,laplacian_variance,23497.278220,24278.809004,0.967810,24136.871200,0.973501,11110.691620,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,tenengrad_energy,235847.369446,235583.841431,1.001119,235490.757050,1.001514,120388.619141,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,laplacian_variance,27095.199509,25138.530814,1.077835,25000.197898,1.083799,11540.792358,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q95_to_q75,grayscale JPEG quality 95 to quality 75,grayscale,95,75,none,none,tenengrad_energy,242055.763794,241449.546600,1.002511,241354.224121,1.002907,123193.868774,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,laplacian_variance,22476.628906,22465.452972,1.000497,24136.871200,0.931216,11110.691620,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,tenengrad_energy,235106.018524,235059.863861,1.000196,235490.757050,0.998366,120388.619141,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,laplacian_variance,27108.417556,23335.873156,1.161663,25000.197898,1.084328,11540.792358,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q50_to_q75,grayscale JPEG quality 50 to quality 75,grayscale,50,75,none,none,tenengrad_energy,241284.215973,240902.958832,1.001583,241354.224121,0.999710,123193.868774,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,laplacian_variance,23482.261558,23474.550773,1.000328,24136.871200,0.972879,11110.691620,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,tenengrad_energy,235828.443756,235802.060974,1.000112,235490.757050,1.001434,120388.619141,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,laplacian_variance,24504.040250,24332.013044,1.007070,25000.197898,0.980154,11540.792358,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q75_to_q95,grayscale JPEG quality 75 to quality 95,grayscale,75,95,none,none,tenengrad_energy,241890.409668,241676.142365,1.000887,241354.224121,1.002222,123193.868774,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,laplacian_variance,25621.670179,23474.550773,1.091466,24136.871200,1.061516,11110.691620,sharp,0
achromatic_checkerboard,0,15,3,20262304,aligned,0,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,tenengrad_energy,238841.453583,235802.060974,1.012890,235490.757050,1.014229,120388.619141,sharp,0
achromatic_checkerboard,0,15,3,20262304,shifted_4x4,4,gray_q75_to_q50,grayscale JPEG quality 75 to quality 50,grayscale,75,50,none,none,laplacian_variance,22275.793804,24332.013044,0.915493,25000.197898,0.891025,11540.792358,sharp,0
