pattern,gradient_axis_degrees,condition,blur_model,defocus_radius,motion_length,motion_angle_degrees,relative_motion_angle_degrees,noise_std,trial,seed,metric,score,matched_sharp_score,ratio_to_matched_sharp
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,4,20261305,laplacian_variance,4565.797966,4446.418079,1.026849
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,4,20261305,tenengrad_energy,49754.938477,61361.042542,0.810855
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,4,20261305,laplacian_variance,4536.668448,4446.418079,1.020297
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,4,20261305,tenengrad_energy,54570.126587,61361.042542,0.889329
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,4,20261305,laplacian_variance,4446.418079,4446.418079,1.000000
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,4,20261305,tenengrad_energy,61361.042542,61361.042542,1.000000
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,4,20261305,laplacian_variance,4536.668448,4446.418079,1.020297
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,4,20261305,tenengrad_energy,54570.126587,61361.042542,0.889329
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,4,20261305,laplacian_variance,4540.071784,4446.418079,1.021063
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,4,20261305,tenengrad_energy,27242.893311,61361.042542,0.443977
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,4,20261305,laplacian_variance,4570.190006,4446.418079,1.027836
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,4,20261305,tenengrad_energy,40788.793274,61361.042542,0.664734
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,4,20261305,laplacian_variance,4446.418079,4446.418079,1.000000
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,4,20261305,tenengrad_energy,61361.042542,61361.042542,1.000000
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,4,20261305,laplacian_variance,4570.190006,4446.418079,1.027836
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,4,20261305,tenengrad_energy,40788.793274,61361.042542,0.664734
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,4,20261305,laplacian_variance,4487.535942,4446.418079,1.009247
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,4,20261305,tenengrad_energy,6343.355957,61361.042542,0.103378
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,4,20261305,laplacian_variance,4515.676200,4446.418079,1.015576
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,4,20261305,tenengrad_energy,17587.144775,61361.042542,0.286617
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,4,20261305,laplacian_variance,4446.418079,4446.418079,1.000000
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,4,20261305,tenengrad_energy,61361.042542,61361.042542,1.000000
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,4,20261305,laplacian_variance,4515.676200,4446.418079,1.015576
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,4,20261305,tenengrad_energy,17587.144775,61361.042542,0.286617
grating_0,0,identity,identity,0,,,,15,5,20261306,laplacian_variance,4440.883942,4440.883942,1.000000
grating_0,0,identity,identity,0,,,,15,5,20261306,tenengrad_energy,61491.246277,61491.246277,1.000000
grating_0,0,defocus_r1,disk_defocus,1,,,,15,5,20261306,laplacian_variance,4490.819662,4440.883942,1.011245
grating_0,0,defocus_r1,disk_defocus,1,,,,15,5,20261306,tenengrad_energy,58367.059265,61491.246277,0.949193
grating_0,0,defocus_r2,disk_defocus,2,,,,15,5,20261306,laplacian_variance,4542.864871,4440.883942,1.022964
grating_0,0,defocus_r2,disk_defocus,2,,,,15,5,20261306,tenengrad_energy,53099.043701,61491.246277,0.863522
grating_0,0,defocus_r3,disk_defocus,3,,,,15,5,20261306,laplacian_variance,4571.275364,4440.883942,1.029362
grating_0,0,defocus_r3,disk_defocus,3,,,,15,5,20261306,tenengrad_energy,44390.596375,61491.246277,0.721901
grating_0,0,defocus_r5,disk_defocus,5,,,,15,5,20261306,laplacian_variance,4534.002722,4440.883942,1.020969
grating_0,0,defocus_r5,disk_defocus,5,,,,15,5,20261306,tenengrad_energy,24042.193970,61491.246277,0.390986
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,5,20261306,laplacian_variance,4562.057577,4440.883942,1.027286
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,5,20261306,tenengrad_energy,49909.143738,61491.246277,0.811646
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,5,20261306,laplacian_variance,4528.405104,4440.883942,1.019708
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,5,20261306,tenengrad_energy,54710.810486,61491.246277,0.889733
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,5,20261306,laplacian_variance,4440.883942,4440.883942,1.000000
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,5,20261306,tenengrad_energy,61491.246277,61491.246277,1.000000
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,5,20261306,laplacian_variance,4528.405104,4440.883942,1.019708
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,5,20261306,tenengrad_energy,54710.810486,61491.246277,0.889733
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,5,20261306,laplacian_variance,4542.011267,4440.883942,1.022772
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,5,20261306,tenengrad_energy,27371.797852,61491.246277,0.445133
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,5,20261306,laplacian_variance,4570.467344,4440.883942,1.029180
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,5,20261306,tenengrad_energy,40937.208618,61491.246277,0.665740
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,5,20261306,laplacian_variance,4440.883942,4440.883942,1.000000
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,5,20261306,tenengrad_energy,61491.246277,61491.246277,1.000000
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,5,20261306,laplacian_variance,4570.467344,4440.883942,1.029180
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,5,20261306,tenengrad_energy,40937.208618,61491.246277,0.665740
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,5,20261306,laplacian_variance,4489.115972,4440.883942,1.010861
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,5,20261306,tenengrad_energy,6395.021362,61491.246277,0.103999
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,5,20261306,laplacian_variance,4517.515611,4440.883942,1.017256
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,5,20261306,tenengrad_energy,17691.870605,61491.246277,0.287714
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,5,20261306,laplacian_variance,4440.883942,4440.883942,1.000000
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,5,20261306,tenengrad_energy,61491.246277,61491.246277,1.000000
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,5,20261306,laplacian_variance,4517.515611,4440.883942,1.017256
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,5,20261306,tenengrad_energy,17691.870605,61491.246277,0.287714
grating_0,0,identity,identity,0,,,,15,6,20261307,laplacian_variance,4482.318661,4482.318661,1.000000
grating_0,0,identity,identity,0,,,,15,6,20261307,tenengrad_energy,61333.141357,61333.141357,1.000000
grating_0,0,defocus_r1,disk_defocus,1,,,,15,6,20261307,laplacian_variance,4531.425936,4482.318661,1.010956
grating_0,0,defocus_r1,disk_defocus,1,,,,15,6,20261307,tenengrad_energy,58204.503662,61333.141357,0.948989
grating_0,0,defocus_r2,disk_defocus,2,,,,15,6,20261307,laplacian_variance,4582.212979,4482.318661,1.022286
grating_0,0,defocus_r2,disk_defocus,2,,,,15,6,20261307,tenengrad_energy,52933.374573,61333.141357,0.863047
grating_0,0,defocus_r3,disk_defocus,3,,,,15,6,20261307,laplacian_variance,4604.636026,4482.318661,1.027289
grating_0,0,defocus_r3,disk_defocus,3,,,,15,6,20261307,tenengrad_energy,44217.878845,61333.141357,0.720946
grating_0,0,defocus_r5,disk_defocus,5,,,,15,6,20261307,laplacian_variance,4566.147748,4482.318661,1.018702
grating_0,0,defocus_r5,disk_defocus,5,,,,15,6,20261307,tenengrad_energy,23897.337463,61333.141357,0.389632
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,6,20261307,laplacian_variance,4597.025119,4482.318661,1.025591
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,6,20261307,tenengrad_energy,49731.093628,61333.141357,0.810836
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,6,20261307,laplacian_variance,4568.882244,4482.318661,1.019312
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,6,20261307,tenengrad_energy,54546.414551,61333.141357,0.889346
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,6,20261307,laplacian_variance,4482.318661,4482.318661,1.000000
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,6,20261307,tenengrad_energy,61333.141357,61333.141357,1.000000
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,6,20261307,laplacian_variance,4568.882244,4482.318661,1.019312
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,6,20261307,tenengrad_energy,54546.414551,61333.141357,0.889346
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,6,20261307,laplacian_variance,4573.923993,4482.318661,1.020437
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,6,20261307,tenengrad_energy,27219.066711,61333.141357,0.443791
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,6,20261307,laplacian_variance,4604.095586,4482.318661,1.027168
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,6,20261307,tenengrad_energy,40766.756165,61333.141357,0.664677
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,6,20261307,laplacian_variance,4482.318661,4482.318661,1.000000
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,6,20261307,tenengrad_energy,61333.141357,61333.141357,1.000000
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,6,20261307,laplacian_variance,4604.095586,4482.318661,1.027168
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,6,20261307,tenengrad_energy,40766.756165,61333.141357,0.664677
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,6,20261307,laplacian_variance,4521.357575,4482.318661,1.008710
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,6,20261307,tenengrad_energy,6310.972839,61333.141357,0.102897
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,6,20261307,laplacian_variance,4549.526783,4482.318661,1.014994
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,6,20261307,tenengrad_energy,17560.915222,61333.141357,0.286320
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,6,20261307,laplacian_variance,4482.318661,4482.318661,1.000000
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,6,20261307,tenengrad_energy,61333.141357,61333.141357,1.000000
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,6,20261307,laplacian_variance,4549.526783,4482.318661,1.014994
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,6,20261307,tenengrad_energy,17560.915222,61333.141357,0.286320
grating_0,0,identity,identity,0,,,,15,7,20261308,laplacian_variance,4462.565474,4462.565474,1.000000
grating_0,0,identity,identity,0,,,,15,7,20261308,tenengrad_energy,61272.411469,61272.411469,1.000000
grating_0,0,defocus_r1,disk_defocus,1,,,,15,7,20261308,laplacian_variance,4509.821221,4462.565474,1.010589
grating_0,0,defocus_r1,disk_defocus,1,,,,15,7,20261308,tenengrad_energy,58146.316986,61272.411469,0.948980
grating_0,0,defocus_r2,disk_defocus,2,,,,15,7,20261308,laplacian_variance,4556.472259,4462.565474,1.021043
grating_0,0,defocus_r2,disk_defocus,2,,,,15,7,20261308,tenengrad_energy,52872.627686,61272.411469,0.862911
grating_0,0,defocus_r3,disk_defocus,3,,,,15,7,20261308,laplacian_variance,4579.061719,4462.565474,1.026105
grating_0,0,defocus_r3,disk_defocus,3,,,,15,7,20261308,tenengrad_energy,44166.934357,61272.411469,0.720829
grating_0,0,defocus_r5,disk_defocus,5,,,,15,7,20261308,laplacian_variance,4540.032144,4462.565474,1.017359
grating_0,0,defocus_r5,disk_defocus,5,,,,15,7,20261308,tenengrad_energy,23868.593842,61272.411469,0.389549
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,7,20261308,laplacian_variance,4572.574981,4462.565474,1.024652
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,7,20261308,tenengrad_energy,49675.845459,61272.411469,0.810738
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,7,20261308,laplacian_variance,4544.101129,4462.565474,1.018271
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,7,20261308,tenengrad_energy,54487.134827,61272.411469,0.889260
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,7,20261308,laplacian_variance,4462.565474,4462.565474,1.000000
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,7,20261308,tenengrad_energy,61272.411469,61272.411469,1.000000
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,7,20261308,laplacian_variance,4544.101129,4462.565474,1.018271
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,7,20261308,tenengrad_energy,54487.134827,61272.411469,0.889260
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,7,20261308,laplacian_variance,4547.662912,4462.565474,1.019069
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,7,20261308,tenengrad_energy,27185.395721,61272.411469,0.443681
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,7,20261308,laplacian_variance,4577.607181,4462.565474,1.025779
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,7,20261308,tenengrad_energy,40718.215546,61272.411469,0.664544
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,7,20261308,laplacian_variance,4462.565474,4462.565474,1.000000
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,7,20261308,tenengrad_energy,61272.411469,61272.411469,1.000000
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,7,20261308,laplacian_variance,4577.607181,4462.565474,1.025779
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,7,20261308,tenengrad_energy,40718.215546,61272.411469,0.664544
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,7,20261308,laplacian_variance,4495.136604,4462.565474,1.007299
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,7,20261308,tenengrad_energy,6323.394867,61272.411469,0.103201
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,7,20261308,laplacian_variance,4523.387775,4462.565474,1.013629
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,7,20261308,tenengrad_energy,17540.417206,61272.411469,0.286269
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,7,20261308,laplacian_variance,4462.565474,4462.565474,1.000000
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,7,20261308,tenengrad_energy,61272.411469,61272.411469,1.000000
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,7,20261308,laplacian_variance,4523.387775,4462.565474,1.013629
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,7,20261308,tenengrad_energy,17540.417206,61272.411469,0.286269
grating_0,0,identity,identity,0,,,,15,8,20261309,laplacian_variance,4459.146901,4459.146901,1.000000
grating_0,0,identity,identity,0,,,,15,8,20261309,tenengrad_energy,61255.065765,61255.065765,1.000000
grating_0,0,defocus_r1,disk_defocus,1,,,,15,8,20261309,laplacian_variance,4506.302743,4459.146901,1.010575
grating_0,0,defocus_r1,disk_defocus,1,,,,15,8,20261309,tenengrad_energy,58124.789154,61255.065765,0.948898
grating_0,0,defocus_r2,disk_defocus,2,,,,15,8,20261309,laplacian_variance,4553.528986,4459.146901,1.021166
grating_0,0,defocus_r2,disk_defocus,2,,,,15,8,20261309,tenengrad_energy,52848.944916,61255.065765,0.862769
grating_0,0,defocus_r3,disk_defocus,3,,,,15,8,20261309,laplacian_variance,4572.156933,4459.146901,1.025343
grating_0,0,defocus_r3,disk_defocus,3,,,,15,8,20261309,tenengrad_energy,44134.648651,61255.065765,0.720506
grating_0,0,defocus_r5,disk_defocus,5,,,,15,8,20261309,laplacian_variance,4530.771037,4459.146901,1.016062
grating_0,0,defocus_r5,disk_defocus,5,,,,15,8,20261309,tenengrad_energy,23829.364777,61255.065765,0.389019
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,8,20261309,laplacian_variance,4568.309789,4459.146901,1.024481
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,8,20261309,tenengrad_energy,49650.851227,61255.065765,0.810559
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,8,20261309,laplacian_variance,4540.935908,4459.146901,1.018342
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,8,20261309,tenengrad_energy,54461.441986,61255.065765,0.889093
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,8,20261309,laplacian_variance,4459.146901,4459.146901,1.000000
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,8,20261309,tenengrad_energy,61255.065765,61255.065765,1.000000
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,8,20261309,laplacian_variance,4540.935908,4459.146901,1.018342
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,8,20261309,tenengrad_energy,54461.441986,61255.065765,0.889093
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,8,20261309,laplacian_variance,4539.116161,4459.146901,1.017934
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,8,20261309,tenengrad_energy,27149.725372,61255.065765,0.443224
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,8,20261309,laplacian_variance,4568.792883,4459.146901,1.024589
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,8,20261309,tenengrad_energy,40680.899689,61255.065765,0.664123
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,8,20261309,laplacian_variance,4459.146901,4459.146901,1.000000
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,8,20261309,tenengrad_energy,61255.065765,61255.065765,1.000000
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,8,20261309,laplacian_variance,4568.792883,4459.146901,1.024589
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,8,20261309,tenengrad_energy,40680.899689,61255.065765,0.664123
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,8,20261309,laplacian_variance,4486.677195,4459.146901,1.006174
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,8,20261309,tenengrad_energy,6288.956573,61255.065765,0.102668
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,8,20261309,laplacian_variance,4514.872783,4459.146901,1.012497
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,8,20261309,tenengrad_energy,17506.598785,61255.065765,0.285798
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,8,20261309,laplacian_variance,4459.146901,4459.146901,1.000000
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,8,20261309,tenengrad_energy,61255.065765,61255.065765,1.000000
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,8,20261309,laplacian_variance,4514.872783,4459.146901,1.012497
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,8,20261309,tenengrad_energy,17506.598785,61255.065765,0.285798
grating_0,0,identity,identity,0,,,,15,9,20261310,laplacian_variance,4450.383841,4450.383841,1.000000
grating_0,0,identity,identity,0,,,,15,9,20261310,tenengrad_energy,61490.771454,61490.771454,1.000000
grating_0,0,defocus_r1,disk_defocus,1,,,,15,9,20261310,laplacian_variance,4502.250823,4450.383841,1.011654
grating_0,0,defocus_r1,disk_defocus,1,,,,15,9,20261310,tenengrad_energy,58364.295990,61490.771454,0.949155
grating_0,0,defocus_r2,disk_defocus,2,,,,15,9,20261310,laplacian_variance,4555.730299,4450.383841,1.023671
grating_0,0,defocus_r2,disk_defocus,2,,,,15,9,20261310,tenengrad_energy,53090.286285,61490.771454,0.863386
grating_0,0,defocus_r3,disk_defocus,3,,,,15,9,20261310,laplacian_variance,4581.922347,4450.383841,1.029557
grating_0,0,defocus_r3,disk_defocus,3,,,,15,9,20261310,tenengrad_energy,44374.945404,61490.771454,0.721652
grating_0,0,defocus_r5,disk_defocus,5,,,,15,9,20261310,laplacian_variance,4539.835099,4450.383841,1.020100
grating_0,0,defocus_r5,disk_defocus,5,,,,15,9,20261310,tenengrad_energy,24025.087555,61490.771454,0.390710
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,9,20261310,laplacian_variance,4574.014940,4450.383841,1.027780
grating_0,0,motion_l5_a0,linear_motion,,5,0,0,15,9,20261310,tenengrad_energy,49895.445709,61490.771454,0.811430
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,9,20261310,laplacian_variance,4541.777291,4450.383841,1.020536
grating_0,0,motion_l5_a45,linear_motion,,5,45,45,15,9,20261310,tenengrad_energy,54704.964020,61490.771454,0.889645
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,9,20261310,laplacian_variance,4450.383841,4450.383841,1.000000
grating_0,0,motion_l5_a90,linear_motion,,5,90,90,15,9,20261310,tenengrad_energy,61490.771454,61490.771454,1.000000
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,9,20261310,laplacian_variance,4541.777291,4450.383841,1.020536
grating_0,0,motion_l5_a135,linear_motion,,5,135,45,15,9,20261310,tenengrad_energy,54704.964020,61490.771454,0.889645
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,9,20261310,laplacian_variance,4547.994401,4450.383841,1.021933
grating_0,0,motion_l9_a0,linear_motion,,9,0,0,15,9,20261310,tenengrad_energy,27352.541046,61490.771454,0.444824
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,9,20261310,laplacian_variance,4578.824689,4450.383841,1.028861
grating_0,0,motion_l9_a45,linear_motion,,9,45,45,15,9,20261310,tenengrad_energy,40917.783356,61490.771454,0.665430
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,9,20261310,laplacian_variance,4450.383841,4450.383841,1.000000
grating_0,0,motion_l9_a90,linear_motion,,9,90,90,15,9,20261310,tenengrad_energy,61490.771454,61490.771454,1.000000
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,9,20261310,laplacian_variance,4578.824689,4450.383841,1.028861
grating_0,0,motion_l9_a135,linear_motion,,9,135,45,15,9,20261310,tenengrad_energy,40917.783356,61490.771454,0.665430
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,9,20261310,laplacian_variance,4494.908512,4450.383841,1.010005
grating_0,0,motion_l15_a0,linear_motion,,15,0,0,15,9,20261310,tenengrad_energy,6394.460846,61490.771454,0.103991
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,9,20261310,laplacian_variance,4523.052868,4450.383841,1.016329
grating_0,0,motion_l15_a45,linear_motion,,15,45,45,15,9,20261310,tenengrad_energy,17677.716461,61490.771454,0.287486
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,9,20261310,laplacian_variance,4450.383841,4450.383841,1.000000
grating_0,0,motion_l15_a90,linear_motion,,15,90,90,15,9,20261310,tenengrad_energy,61490.771454,61490.771454,1.000000
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,9,20261310,laplacian_variance,4523.052868,4450.383841,1.016329
grating_0,0,motion_l15_a135,linear_motion,,15,135,45,15,9,20261310,tenengrad_energy,17677.716461,61490.771454,0.287486
grating_45,45,identity,identity,0,,,,0,0,20271101,laplacian_variance,172.311675,172.311675,1.000000
grating_45,45,identity,identity,0,,,,0,0,20271101,tenengrad_energy,55502.132477,55502.132477,1.000000
grating_45,45,defocus_r1,disk_defocus,1,,,,0,0,20271101,laplacian_variance,144.852966,172.311675,0.840645
grating_45,45,defocus_r1,disk_defocus,1,,,,0,0,20271101,tenengrad_energy,52035.324432,55502.132477,0.937537
grating_45,45,defocus_r2,disk_defocus,2,,,,0,0,20271101,laplacian_variance,124.696625,172.311675,0.723669
grating_45,45,defocus_r2,disk_defocus,2,,,,0,0,20271101,tenengrad_energy,46607.182739,55502.132477,0.839737
grating_45,45,defocus_r3,disk_defocus,3,,,,0,0,20271101,laplacian_variance,99.426544,172.311675,0.577016
grating_45,45,defocus_r3,disk_defocus,3,,,,0,0,20271101,tenengrad_energy,37924.673706,55502.132477,0.683301
grating_45,45,defocus_r5,disk_defocus,5,,,,0,0,20271101,laplacian_variance,48.906403,172.311675,0.283825
grating_45,45,defocus_r5,disk_defocus,5,,,,0,0,20271101,tenengrad_energy,18549.096466,55502.132477,0.334205
grating_45,45,motion_l5_a0,linear_motion,,5,0,45,0,0,20271101,laplacian_variance,140.990127,172.311675,0.818227
grating_45,45,motion_l5_a0,linear_motion,,5,0,45,0,0,20271101,tenengrad_energy,49203.179260,55502.132477,0.886510
grating_45,45,motion_l5_a45,linear_motion,,5,45,0,0,0,20271101,laplacian_variance,118.677155,172.311675,0.688735
grating_45,45,motion_l5_a45,linear_motion,,5,45,0,0,0,20271101,tenengrad_energy,43625.918091,55502.132477,0.786022
grating_45,45,motion_l5_a90,linear_motion,,5,90,45,0,0,20271101,laplacian_variance,140.990127,172.311675,0.818227
grating_45,45,motion_l5_a90,linear_motion,,5,90,45,0,0,20271101,tenengrad_energy,49203.179260,55502.132477,0.886510
grating_45,45,motion_l5_a135,linear_motion,,5,135,90,0,0,20271101,laplacian_variance,144.827881,172.311675,0.840500
grating_45,45,motion_l5_a135,linear_motion,,5,135,90,0,0,20271101,tenengrad_energy,54045.583710,55502.132477,0.973757
grating_45,45,motion_l9_a0,linear_motion,,9,0,45,0,0,20271101,laplacian_variance,101.110123,172.311675,0.586786
grating_45,45,motion_l9_a0,linear_motion,,9,0,45,0,0,20271101,tenengrad_energy,35395.694122,55502.132477,0.637736
grating_45,45,motion_l9_a45,linear_motion,,9,45,0,0,0,20271101,laplacian_variance,63.348114,172.311675,0.367637
grating_45,45,motion_l9_a45,linear_motion,,9,45,0,0,0,20271101,tenengrad_energy,21886.105286,55502.132477,0.394329
grating_45,45,motion_l9_a90,linear_motion,,9,90,45,0,0,20271101,laplacian_variance,101.110123,172.311675,0.586786
grating_45,45,motion_l9_a90,linear_motion,,9,90,45,0,0,20271101,tenengrad_energy,35395.694122,55502.132477,0.637736
grating_45,45,motion_l9_a135,linear_motion,,9,135,90,0,0,20271101,laplacian_variance,141.435669,172.311675,0.820813
grating_45,45,motion_l9_a135,linear_motion,,9,135,90,0,0,20271101,tenengrad_energy,53399.044464,55502.132477,0.962108
grating_45,45,motion_l15_a0,linear_motion,,15,0,45,0,0,20271101,laplacian_variance,37.523849,172.311675,0.217767
grating_45,45,motion_l15_a0,linear_motion,,15,0,45,0,0,20271101,tenengrad_energy,12827.078400,55502.132477,0.231110
grating_45,45,motion_l15_a45,linear_motion,,15,45,0,0,0,20271101,laplacian_variance,16.311096,172.311675,0.094660
grating_45,45,motion_l15_a45,linear_motion,,15,45,0,0,0,20271101,tenengrad_energy,1659.135345,55502.132477,0.029893
grating_45,45,motion_l15_a90,linear_motion,,15,90,45,0,0,20271101,laplacian_variance,37.523849,172.311675,0.217767
grating_45,45,motion_l15_a90,linear_motion,,15,90,45,0,0,20271101,tenengrad_energy,12827.078400,55502.132477,0.231110
grating_45,45,motion_l15_a135,linear_motion,,15,135,90,0,0,20271101,laplacian_variance,143.123993,172.311675,0.830611
