platform_label,observation_id,control_id,stage,entity_type,analysis_local_index,tolerance
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_6,small_gap_box_faces,sewn,edge,12,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_6,small_gap_box_faces,sewn,face,1,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_6,small_gap_box_faces,sewn,face,2,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_6,small_gap_box_faces,sewn,face,3,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_6,small_gap_box_faces,sewn,face,4,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_6,small_gap_box_faces,sewn,face,5,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_6,small_gap_box_faces,sewn,face,6,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,vertex,1,1.0000000000000002e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,vertex,2,1.0000000000000002e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,vertex,3,1.0000000000000002e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,vertex,4,1.0000000000000002e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,vertex,5,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,vertex,6,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,vertex,7,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,vertex,8,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,1,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,2,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,3,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,4,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,5,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,6,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,7,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,8,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,9,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,10,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,11,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,edge,12,5.2499999960708974e-07
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,face,1,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,face,2,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,face,3,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,face,4,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,face,5,9.9999999999999995e-08
linux-x64-reference,small_gap_box_faces__sewn_tol_1e_4,small_gap_box_faces,sewn,face,6,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,1,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,2,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,3,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,4,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,5,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,6,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,7,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,8,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,9,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,10,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,11,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,12,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,13,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,14,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,15,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,16,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,17,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,18,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,19,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,20,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,21,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,22,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,23,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,vertex,24,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,6,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,7,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,8,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,9,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,10,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,11,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,12,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,13,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,14,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,15,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,16,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,17,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,18,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,19,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,20,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,21,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,22,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,23,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,edge,24,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,face,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,face,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,face,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,face,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,face,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__constructed,large_gap_box_faces,constructed,face,6,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,1,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,2,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,3,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,4,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,5,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,6,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,7,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,8,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,9,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,10,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,11,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,vertex,12,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,6,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,7,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,8,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,9,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,10,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,11,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,12,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,13,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,14,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,15,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,edge,16,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,face,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,face,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,face,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,face,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,face,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_7,large_gap_box_faces,sewn,face,6,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,1,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,2,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,3,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,4,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,5,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,6,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,7,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,8,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,9,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,10,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,11,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,vertex,12,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,6,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,7,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,8,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,9,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,10,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,11,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,12,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,13,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,14,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,15,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,edge,16,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,face,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,face,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,face,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,face,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,face,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_6,large_gap_box_faces,sewn,face,6,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,vertex,1,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,vertex,2,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,vertex,3,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,vertex,4,1.0000000000000002e-07
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,vertex,5,5.249999999987765e-05
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,vertex,6,5.249999999987765e-05
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,vertex,7,5.249999999987765e-05
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,vertex,8,5.249999999987765e-05
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,6,5.249999999987765e-05
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,7,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,8,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,9,5.249999999987765e-05
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,10,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,11,5.249999999987765e-05
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,edge,12,5.249999999987765e-05
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,face,1,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,face,2,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,face,3,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,face,4,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,face,5,9.9999999999999995e-08
linux-x64-reference,large_gap_box_faces__sewn_tol_1e_4,large_gap_box_faces,sewn,face,6,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,vertex,1,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,vertex,2,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,vertex,3,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,vertex,4,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,vertex,5,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,vertex,6,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,vertex,7,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,vertex,8,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,1,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,2,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,3,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,4,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,5,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,6,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,7,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,8,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,9,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,10,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,11,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,edge,12,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,face,1,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,face,2,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,face,3,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,face,4,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,face,5,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_input,valid_box_shell,orientation_input,face,6,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,vertex,1,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,vertex,2,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,vertex,3,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,vertex,4,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,vertex,5,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,vertex,6,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,vertex,7,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,vertex,8,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,1,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,2,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,3,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,4,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,5,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,6,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,7,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,8,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,9,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,10,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,11,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,edge,12,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,face,1,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,face,2,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,face,3,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,face,4,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,face,5,9.9999999999999995e-08
linux-x64-reference,valid_box_shell__orientation_repaired,valid_box_shell,orientation_repaired,face,6,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,vertex,1,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,vertex,2,9.9999999999999995e-08
linux-x64-reference,flipped_face_box_shell__orientation_input,flipped_face_box_shell,orientation_input,vertex,3,9.9999999999999995e-08
