pattern,blur_sigma,noise_std,trial,seed,laplacian_variance,tenengrad_energy
geometric_shapes,2,15,3,20482823,4334.109570,11106.155243
geometric_shapes,2,15,4,20482824,4360.296400,11165.022644
geometric_shapes,2,15,5,20482825,4322.506318,11204.282471
geometric_shapes,2,15,6,20482826,4369.894653,11206.709381
geometric_shapes,2,15,7,20482827,4368.741967,11103.853271
geometric_shapes,2,15,8,20482828,4317.389772,11189.060516
geometric_shapes,2,15,9,20482829,4362.101287,11142.569519
geometric_shapes,2,15,10,20482830,4357.467327,11170.855347
geometric_shapes,2,15,11,20482831,4332.455140,11222.539886
geometric_shapes,2,15,12,20482832,4340.587914,11250.487457
geometric_shapes,2,15,13,20482833,4402.430222,11251.902863
geometric_shapes,2,15,14,20482834,4347.660748,11205.864746
geometric_shapes,2,15,15,20482835,4370.154230,11164.911774
geometric_shapes,2,15,16,20482836,4330.997745,11232.100555
geometric_shapes,2,15,17,20482837,4355.250738,11173.342010
geometric_shapes,2,15,18,20482838,4331.545113,11204.789062
geometric_shapes,2,15,19,20482839,4332.051688,11196.496216
geometric_shapes,3,0,0,20490820,4.860962,3746.884033
geometric_shapes,3,0,1,20490821,4.860962,3746.884033
geometric_shapes,3,0,2,20490822,4.860962,3746.884033
geometric_shapes,3,0,3,20490823,4.860962,3746.884033
geometric_shapes,3,0,4,20490824,4.860962,3746.884033
geometric_shapes,3,0,5,20490825,4.860962,3746.884033
geometric_shapes,3,0,6,20490826,4.860962,3746.884033
geometric_shapes,3,0,7,20490827,4.860962,3746.884033
geometric_shapes,3,0,8,20490828,4.860962,3746.884033
geometric_shapes,3,0,9,20490829,4.860962,3746.884033
geometric_shapes,3,0,10,20490830,4.860962,3746.884033
geometric_shapes,3,0,11,20490831,4.860962,3746.884033
geometric_shapes,3,0,12,20490832,4.860962,3746.884033
geometric_shapes,3,0,13,20490833,4.860962,3746.884033
geometric_shapes,3,0,14,20490834,4.860962,3746.884033
geometric_shapes,3,0,15,20490835,4.860962,3746.884033
geometric_shapes,3,0,16,20490836,4.860962,3746.884033
geometric_shapes,3,0,17,20490837,4.860962,3746.884033
geometric_shapes,3,0,18,20490838,4.860962,3746.884033
geometric_shapes,3,0,19,20490839,4.860962,3746.884033
geometric_shapes,3,5,0,20491820,505.294080,4345.832672
geometric_shapes,3,5,1,20491821,511.712087,4344.197845
geometric_shapes,3,5,2,20491822,507.694610,4338.330139
geometric_shapes,3,5,3,20491823,505.884534,4343.284973
geometric_shapes,3,5,4,20491824,507.744214,4354.956879
geometric_shapes,3,5,5,20491825,504.523759,4352.377686
geometric_shapes,3,5,6,20491826,506.713690,4350.693512
geometric_shapes,3,5,7,20491827,506.228499,4352.046173
geometric_shapes,3,5,8,20491828,513.950811,4336.194305
geometric_shapes,3,5,9,20491829,505.024856,4341.868774
geometric_shapes,3,5,10,20491830,513.663881,4337.432343
geometric_shapes,3,5,11,20491831,509.555755,4344.772583
geometric_shapes,3,5,12,20491832,504.622101,4346.572296
geometric_shapes,3,5,13,20491833,509.613448,4345.249176
geometric_shapes,3,5,14,20491834,512.170013,4345.504059
geometric_shapes,3,5,15,20491835,501.899594,4340.820190
geometric_shapes,3,5,16,20491836,508.329545,4346.228180
geometric_shapes,3,5,17,20491837,505.427094,4348.316101
geometric_shapes,3,5,18,20491838,503.250349,4337.637970
geometric_shapes,3,5,19,20491839,501.043534,4342.152313
geometric_shapes,3,15,0,20492820,4362.572030,8927.156250
geometric_shapes,3,15,1,20492821,4366.113342,8885.844330
geometric_shapes,3,15,2,20492822,4379.578077,8974.661133
geometric_shapes,3,15,3,20492823,4392.442815,8880.096863
geometric_shapes,3,15,4,20492824,4402.618550,8940.143646
geometric_shapes,3,15,5,20492825,4357.222258,8931.007111
geometric_shapes,3,15,6,20492826,4374.482071,8919.025208
geometric_shapes,3,15,7,20492827,4350.910074,8972.043488
geometric_shapes,3,15,8,20492828,4341.031312,8838.087158
geometric_shapes,3,15,9,20492829,4354.670470,8932.828735
geometric_shapes,3,15,10,20492830,4348.697849,8981.696503
geometric_shapes,3,15,11,20492831,4366.577299,8874.197144
geometric_shapes,3,15,12,20492832,4318.420759,8883.647858
geometric_shapes,3,15,13,20492833,4382.287948,8944.001343
geometric_shapes,3,15,14,20492834,4331.228914,8903.058136
geometric_shapes,3,15,15,20492835,4371.679528,8846.990295
geometric_shapes,3,15,16,20492836,4449.912629,8930.783020
geometric_shapes,3,15,17,20492837,4355.344200,8845.887054
geometric_shapes,3,15,18,20492838,4370.776237,8942.604980
geometric_shapes,3,15,19,20492839,4355.494985,8896.487152
