pattern,placement,region_top,region_left,region_size,blur_sigma,configuration,window_size,stride,window_row,window_column,row_start,column_start,coverage_fraction,is_positive,laplacian_variance_reference,laplacian_variance_observed,laplacian_variance_ratio,tenengrad_energy_reference,tenengrad_energy_observed,tenengrad_energy_ratio
checkerboard,offset_32,96,96,64,1,fine_32,32,16,2,13,32,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,2,14,32,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,0,48,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,1,48,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,2,48,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,3,48,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,4,48,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,5,48,80,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,6,48,96,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,7,48,112,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,8,48,128,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,9,48,144,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,10,48,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,11,48,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,12,48,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,13,48,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,3,14,48,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,0,64,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,1,64,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,2,64,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,3,64,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,4,64,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,5,64,80,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,6,64,96,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,7,64,112,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,8,64,128,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,9,64,144,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,10,64,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,11,64,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,12,64,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,13,64,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,4,14,64,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,0,80,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,1,80,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,2,80,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,3,80,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,4,80,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,5,80,80,0.250000,0,28956.445312,21497.767578,0.742417,335285.156250,285787.419922,0.852371
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,6,80,96,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,7,80,112,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,8,80,128,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,9,80,144,0.250000,0,28956.445312,21497.767578,0.742417,335285.156250,285787.419922,0.852371
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,10,80,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,11,80,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,12,80,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,13,80,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,5,14,80,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,0,96,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,1,96,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,2,96,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,3,96,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,4,96,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,5,96,80,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,6,96,96,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,7,96,112,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,8,96,128,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,9,96,144,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,10,96,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,11,96,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,12,96,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,13,96,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,6,14,96,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,0,112,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,1,112,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,2,112,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,3,112,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,4,112,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,5,112,80,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,6,112,96,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,7,112,112,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,8,112,128,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,9,112,144,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,10,112,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,11,112,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,12,112,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,13,112,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,7,14,112,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,0,128,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,1,128,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,2,128,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,3,128,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,4,128,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,5,128,80,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,6,128,96,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,7,128,112,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,8,128,128,1.000000,1,28956.445312,3109.007812,0.107368,335285.156250,141726.726562,0.422705
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,9,128,144,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,10,128,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,11,128,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,12,128,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,13,128,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,8,14,128,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,0,144,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,1,144,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,2,144,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,3,144,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,4,144,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,5,144,80,0.250000,0,28956.445312,21497.767578,0.742417,335285.156250,285787.419922,0.852371
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,6,144,96,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,7,144,112,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,8,144,128,0.500000,1,28956.445312,15013.546875,0.518487,335285.156250,237575.191406,0.708577
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,9,144,144,0.250000,0,28956.445312,21497.767578,0.742417,335285.156250,285787.419922,0.852371
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,10,144,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,11,144,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,12,144,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,13,144,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,9,14,144,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,0,160,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,1,160,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,2,160,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,3,160,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,4,160,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,5,160,80,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,6,160,96,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,7,160,112,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,8,160,128,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,9,160,144,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,10,160,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,11,160,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,12,160,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,13,160,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,10,14,160,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,0,176,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,1,176,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,2,176,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,3,176,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,4,176,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,5,176,80,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,6,176,96,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,7,176,112,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,8,176,128,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,9,176,144,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,10,176,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,11,176,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,12,176,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,13,176,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,11,14,176,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,0,192,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,1,192,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,2,192,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,3,192,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,4,192,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,5,192,80,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,6,192,96,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,7,192,112,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,8,192,128,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,9,192,144,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,10,192,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,11,192,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,12,192,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,13,192,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,12,14,192,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,0,208,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,1,208,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,2,208,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,3,208,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,4,208,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,5,208,80,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,6,208,96,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,7,208,112,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,8,208,128,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,9,208,144,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,10,208,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,11,208,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,12,208,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,13,208,208,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,13,14,208,224,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,0,224,0,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,1,224,16,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,2,224,32,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,3,224,48,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,4,224,64,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,5,224,80,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,6,224,96,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,7,224,112,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,8,224,128,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,9,224,144,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,10,224,160,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,11,224,176,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
checkerboard,offset_32,96,96,64,1,fine_32,32,16,14,12,224,192,0.000000,0,28956.445312,28956.445312,1.000000,335285.156250,335285.156250,1.000000
