fixture_id,fixture_family,mutation,encoder,policy,platform_profiles,source_decode_rate,output_rate,strict_accept_rate_among_outputs,output_decode_rate_among_outputs,byte_exact_envelope_rate_among_applicable,semantic_retention_rate_among_applicable,compressed_core_exact_rate,pixel_exact_rate_among_decoded_outputs,unique_output_jpeg_hashes,unique_output_pixel_hashes,behavior_signature_count,error_categories
rgb_control,control,none,pillow,normalize,5,1.000000,1.000000,1.000000,1.000000,nan,nan,1.000000,1.000000,1,1,1,none
rgb_control,control,none,pillow,reject,5,1.000000,1.000000,1.000000,1.000000,nan,nan,1.000000,1.000000,1,1,1,none
rgb_control,control,none,opencv,preserve,5,1.000000,1.000000,1.000000,1.000000,nan,nan,1.000000,1.000000,1,1,1,none
rgb_control,control,none,opencv,strip,5,1.000000,1.000000,1.000000,1.000000,nan,nan,1.000000,1.000000,1,1,1,none
rgb_control,control,none,opencv,normalize,5,1.000000,1.000000,1.000000,1.000000,nan,nan,1.000000,1.000000,1,1,1,none
rgb_control,control,none,opencv,reject,5,1.000000,1.000000,1.000000,1.000000,nan,nan,1.000000,1.000000,1,1,1,none
trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,pillow,preserve,5,1.000000,1.000000,0.000000,1.000000,1.000000,nan,1.000000,1.000000,1,1,1,none
trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,pillow,strip,5,1.000000,1.000000,1.000000,1.000000,0.000000,nan,1.000000,1.000000,1,1,1,none
trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,pillow,normalize,5,1.000000,1.000000,1.000000,1.000000,0.000000,nan,1.000000,1.000000,1,1,1,none
trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,pillow,reject,5,1.000000,0.000000,nan,nan,nan,nan,nan,nan,0,0,1,strict_policy_reject
trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,opencv,preserve,5,1.000000,1.000000,0.000000,1.000000,1.000000,nan,1.000000,1.000000,1,1,1,none
trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,opencv,strip,5,1.000000,1.000000,1.000000,1.000000,0.000000,nan,1.000000,1.000000,1,1,1,none
trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,opencv,normalize,5,1.000000,1.000000,1.000000,1.000000,0.000000,nan,1.000000,1.000000,1,1,1,none
trailing_data_after_eoi,malformed_framing,eight_trailing_bytes,opencv,reject,5,1.000000,0.000000,nan,nan,nan,nan,nan,nan,0,0,1,strict_policy_reject
