pipeline,pipeline_description,noise_std,blur_sigma,metric,observations,same_input_ratio_mean,same_input_ratio_sample_std,same_input_ratio_p10,same_input_ratio_median,same_input_ratio_p90,sharp_anchor_ratio_mean,sharp_anchor_ratio_sample_std,zero_fraction_mean,full_scale_fraction_mean
gamma_1_4,Grayscale power-law transform with gamma 1.4,5,1,tenengrad_energy,30,1.167294,0.066565,1.104673,1.139428,1.257711,0.631054,0.168957,0.000000,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,5,2,laplacian_variance,30,1.147641,0.016375,1.127061,1.147546,1.167941,0.436856,0.503225,0.000000,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,5,2,tenengrad_energy,30,1.167260,0.055018,1.116504,1.142805,1.242861,0.341467,0.169282,0.000000,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,5,3,laplacian_variance,30,1.147416,0.015743,1.128962,1.146291,1.168001,0.431001,0.504379,0.000000,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,5,3,tenengrad_energy,30,1.165358,0.048199,1.120100,1.145021,1.230967,0.208697,0.168528,0.000000,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,15,0,laplacian_variance,30,1.125127,0.043192,1.067509,1.136867,1.171303,4.872143,4.470430,0.000025,0.000003
gamma_1_4,Grayscale power-law transform with gamma 1.4,15,0,tenengrad_energy,30,1.136197,0.058209,1.068336,1.131820,1.208771,1.726955,0.823360,0.000025,0.000003
gamma_1_4,Grayscale power-law transform with gamma 1.4,15,1,laplacian_variance,30,1.141773,0.014306,1.122942,1.143086,1.158605,3.789991,4.384539,0.000004,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,15,1,tenengrad_energy,30,1.144003,0.037527,1.101393,1.138832,1.192288,1.135599,0.822840,0.000004,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,15,2,laplacian_variance,30,1.140183,0.017599,1.115524,1.142715,1.160663,3.753039,4.403016,0.000000,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,15,2,tenengrad_energy,30,1.145995,0.027029,1.115195,1.142066,1.181113,0.853489,0.828751,0.000000,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,15,3,laplacian_variance,30,1.141114,0.016151,1.121000,1.141585,1.161144,3.773529,4.438892,0.000000,0.000000
gamma_1_4,Grayscale power-law transform with gamma 1.4,15,3,tenengrad_energy,30,1.145501,0.023185,1.119342,1.141910,1.175645,0.725694,0.839037,0.000000,0.000000
minmax_normalize,Grayscale global min-max normalization,0,0,laplacian_variance,30,3.689135,1.674621,1.763916,3.517522,5.785968,3.689135,1.674621,0.224228,0.249456
minmax_normalize,Grayscale global min-max normalization,0,0,tenengrad_energy,30,3.688885,1.674199,1.763916,3.517730,5.785009,3.688885,1.674199,0.224228,0.249456
minmax_normalize,Grayscale global min-max normalization,0,1,laplacian_variance,30,3.708523,1.700354,1.762462,3.518849,5.844258,0.171659,0.056789,0.033569,0.061946
minmax_normalize,Grayscale global min-max normalization,0,1,tenengrad_energy,30,3.690055,1.676276,1.763697,3.516918,5.789550,1.832971,0.953609,0.033569,0.061946
minmax_normalize,Grayscale global min-max normalization,0,2,laplacian_variance,30,3.785232,1.793852,1.751379,3.551742,6.052575,0.038181,0.019529,0.002370,0.022084
minmax_normalize,Grayscale global min-max normalization,0,2,tenengrad_energy,30,3.692599,1.679610,1.758156,3.526672,5.792969,0.953884,0.603760,0.002370,0.022084
minmax_normalize,Grayscale global min-max normalization,0,3,laplacian_variance,30,3.905305,1.784219,1.889219,3.661338,6.165359,0.022743,0.017761,0.001231,0.018697
minmax_normalize,Grayscale global min-max normalization,0,3,tenengrad_energy,30,3.726228,1.639047,1.866251,3.515711,5.796723,0.543889,0.448031,0.001231,0.018697
minmax_normalize,Grayscale global min-max normalization,5,0,laplacian_variance,30,2.545345,1.038346,1.342151,2.446820,3.896639,3.888503,2.684752,0.000028,0.000027
minmax_normalize,Grayscale global min-max normalization,5,0,tenengrad_energy,30,2.547965,1.041743,1.341897,2.447057,3.902610,2.767706,1.312035,0.000028,0.000027
minmax_normalize,Grayscale global min-max normalization,5,1,laplacian_variance,30,2.604846,1.054384,1.394906,2.512285,3.950416,1.483575,1.740259,0.000026,0.000026
minmax_normalize,Grayscale global min-max normalization,5,1,tenengrad_energy,30,2.606164,1.059056,1.391813,2.506930,3.951486,1.506615,0.888689,0.000026,0.000026
minmax_normalize,Grayscale global min-max normalization,5,2,laplacian_variance,30,2.744210,0.983014,1.567198,2.716165,4.070094,1.409038,1.745784,0.000024,0.000024
minmax_normalize,Grayscale global min-max normalization,5,2,tenengrad_energy,30,2.741121,0.985422,1.562636,2.706581,4.066310,0.909165,0.660297,0.000024,0.000024
minmax_normalize,Grayscale global min-max normalization,5,3,laplacian_variance,30,2.839272,0.924256,1.730172,2.822278,3.951605,1.404882,1.744010,0.000024,0.000025
minmax_normalize,Grayscale global min-max normalization,5,3,tenengrad_energy,30,2.832448,0.924508,1.725317,2.815400,3.948459,0.610007,0.575820,0.000024,0.000025
minmax_normalize,Grayscale global min-max normalization,15,0,laplacian_variance,30,1.629416,0.533544,1.009610,1.580252,2.332630,8.704381,9.373113,0.000030,0.000028
minmax_normalize,Grayscale global min-max normalization,15,0,tenengrad_energy,30,1.629329,0.533303,1.010358,1.578609,2.332527,2.730876,1.975491,0.000030,0.000028
minmax_normalize,Grayscale global min-max normalization,15,1,laplacian_variance,30,1.642640,0.523839,1.032121,1.601349,2.312842,7.178367,8.884997,0.000019,0.000024
minmax_normalize,Grayscale global min-max normalization,15,1,tenengrad_energy,30,1.640557,0.525572,1.025760,1.601624,2.312047,1.914580,1.780842,0.000019,0.000024
minmax_normalize,Grayscale global min-max normalization,15,2,laplacian_variance,30,1.725249,0.470150,1.148442,1.694336,2.332610,7.196542,8.907583,0.000017,0.000018
minmax_normalize,Grayscale global min-max normalization,15,2,tenengrad_energy,30,1.724683,0.470336,1.147994,1.693636,2.332079,1.553713,1.696223,0.000017,0.000018
minmax_normalize,Grayscale global min-max normalization,15,3,laplacian_variance,30,1.852114,0.403261,1.352517,1.831246,2.360198,7.368998,9.020640,0.000018,0.000018
minmax_normalize,Grayscale global min-max normalization,15,3,tenengrad_energy,30,1.851797,0.403378,1.352871,1.830933,2.359974,1.395466,1.688342,0.000018,0.000018
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",0,0,laplacian_variance,30,0.930825,0.099501,0.792475,1.000000,1.000000,0.930825,0.099501,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",0,0,tenengrad_energy,30,1.005127,0.007375,1.000000,1.000000,1.015381,1.005127,0.007375,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",0,1,laplacian_variance,30,1.252380,0.112799,1.097480,1.308528,1.351132,0.062295,0.015557,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",0,1,tenengrad_energy,30,0.997536,0.010279,0.984204,0.999741,1.008663,0.476879,0.051220,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",0,2,laplacian_variance,30,1.490170,0.120516,1.391730,1.421950,1.656829,0.014633,0.003233,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",0,2,tenengrad_energy,30,1.008204,0.011895,0.993533,1.008926,1.022152,0.233470,0.070901,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",0,3,laplacian_variance,30,1.637515,0.322349,1.290666,1.565095,2.056784,0.007123,0.002623,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",0,3,tenengrad_energy,30,1.022350,0.001668,1.020790,1.021644,1.024617,0.120373,0.069514,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",5,0,laplacian_variance,30,0.800582,0.212533,0.507442,0.900705,0.991541,1.007430,0.017577,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",5,0,tenengrad_energy,30,0.992088,0.009696,0.977401,0.997659,0.999902,1.050177,0.062511,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",5,1,laplacian_variance,30,0.546546,0.332186,0.155440,0.525492,0.957568,0.105140,0.039980,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",5,1,tenengrad_energy,30,0.976946,0.029219,0.935384,0.993898,1.000706,0.519345,0.093475,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",5,2,laplacian_variance,30,0.351851,0.248156,0.123600,0.238705,0.691533,0.055800,0.048335,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",5,2,tenengrad_energy,30,0.965985,0.045182,0.900133,0.991860,1.002600,0.271708,0.111055,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",5,3,laplacian_variance,30,0.206402,0.093885,0.119772,0.164146,0.335217,0.047385,0.050194,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",5,3,tenengrad_energy,30,0.951253,0.056562,0.870389,0.985648,0.996033,0.158115,0.115042,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",15,0,laplacian_variance,30,0.836774,0.104850,0.716557,0.817313,0.972516,3.201602,2.617729,0.000062,0.000092
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",15,0,tenengrad_energy,30,1.022617,0.027100,1.000856,1.006939,1.062795,1.541372,0.701672,0.000062,0.000092
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",15,1,laplacian_variance,30,0.724788,0.076384,0.656908,0.683421,0.833192,2.189081,2.496357,0.000017,0.000025
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",15,1,tenengrad_energy,30,1.026522,0.027570,1.002051,1.013345,1.065169,1.016042,0.733177,0.000017,0.000025
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",15,2,laplacian_variance,30,0.680440,0.017693,0.657165,0.677887,0.706132,2.169920,2.532836,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",15,2,tenengrad_energy,30,1.033207,0.027726,1.006919,1.022105,1.073104,0.772253,0.752788,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",15,3,laplacian_variance,30,0.671643,0.015024,0.655288,0.669956,0.687291,2.177817,2.553475,0.000000,0.000000
gray_jpeg_q75_r1,"Grayscale JPEG quality 75, one round",15,3,tenengrad_energy,30,1.044785,0.024144,1.022035,1.034517,1.077933,0.664264,0.769628,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",0,0,laplacian_variance,30,0.930825,0.099501,0.792475,1.000000,1.000000,0.930825,0.099501,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",0,0,tenengrad_energy,30,1.005127,0.007375,1.000000,1.000000,1.015381,1.005127,0.007375,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",0,1,laplacian_variance,30,1.252380,0.112799,1.097480,1.308528,1.351132,0.062295,0.015557,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",0,1,tenengrad_energy,30,0.997536,0.010279,0.984204,0.999741,1.008663,0.476879,0.051220,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",0,2,laplacian_variance,30,1.490170,0.120516,1.391730,1.421950,1.656829,0.014633,0.003233,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",0,2,tenengrad_energy,30,1.008204,0.011895,0.993533,1.008926,1.022152,0.233470,0.070901,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",0,3,laplacian_variance,30,1.637515,0.322349,1.290666,1.565095,2.056784,0.007123,0.002623,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",0,3,tenengrad_energy,30,1.022350,0.001668,1.020790,1.021644,1.024617,0.120373,0.069514,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",5,0,laplacian_variance,30,0.800589,0.212536,0.507464,0.900741,0.991541,1.007438,0.017579,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",5,0,tenengrad_energy,30,0.992096,0.009697,0.977401,0.997675,0.999903,1.050185,0.062511,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",5,1,laplacian_variance,30,0.546546,0.332186,0.155440,0.525492,0.957568,0.105141,0.039980,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",5,1,tenengrad_energy,30,0.976946,0.029219,0.935384,0.993898,1.000706,0.519345,0.093475,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",5,2,laplacian_variance,30,0.351851,0.248156,0.123600,0.238705,0.691533,0.055799,0.048335,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",5,2,tenengrad_energy,30,0.965986,0.045180,0.900133,0.991860,1.002600,0.271709,0.111056,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",5,3,laplacian_variance,30,0.206403,0.093884,0.119775,0.164146,0.335217,0.047387,0.050196,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",5,3,tenengrad_energy,30,0.951258,0.056556,0.870389,0.985648,0.996033,0.158117,0.115044,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",15,0,laplacian_variance,30,0.836774,0.104850,0.716557,0.817313,0.972516,3.201602,2.617729,0.000062,0.000092
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",15,0,tenengrad_energy,30,1.022617,0.027100,1.000856,1.006939,1.062795,1.541372,0.701672,0.000062,0.000092
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",15,1,laplacian_variance,30,0.724788,0.076384,0.656908,0.683421,0.833192,2.189081,2.496357,0.000017,0.000025
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",15,1,tenengrad_energy,30,1.026522,0.027570,1.002051,1.013345,1.065169,1.016042,0.733177,0.000017,0.000025
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",15,2,laplacian_variance,30,0.680440,0.017693,0.657165,0.677887,0.706132,2.169920,2.532836,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",15,2,tenengrad_energy,30,1.033207,0.027726,1.006919,1.022105,1.073104,0.772253,0.752788,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",15,3,laplacian_variance,30,0.671643,0.015024,0.655288,0.669956,0.687291,2.177817,2.553475,0.000000,0.000000
gray_jpeg_q75_r2,"Grayscale JPEG quality 75, two rounds",15,3,tenengrad_energy,30,1.044785,0.024144,1.022035,1.034517,1.077933,0.664264,0.769628,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",0,0,laplacian_variance,30,0.930825,0.099501,0.792475,1.000000,1.000000,0.930825,0.099501,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",0,0,tenengrad_energy,30,1.005127,0.007375,1.000000,1.000000,1.015381,1.005127,0.007375,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",0,1,laplacian_variance,30,1.252380,0.112799,1.097480,1.308528,1.351132,0.062295,0.015557,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",0,1,tenengrad_energy,30,0.997536,0.010279,0.984204,0.999741,1.008663,0.476879,0.051220,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",0,2,laplacian_variance,30,1.490170,0.120516,1.391730,1.421950,1.656829,0.014633,0.003233,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",0,2,tenengrad_energy,30,1.008204,0.011895,0.993533,1.008926,1.022152,0.233470,0.070901,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",0,3,laplacian_variance,30,1.637515,0.322349,1.290666,1.565095,2.056784,0.007123,0.002623,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",0,3,tenengrad_energy,30,1.022350,0.001668,1.020790,1.021644,1.024617,0.120373,0.069514,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",5,0,laplacian_variance,30,0.800611,0.212539,0.507601,0.900854,0.991541,1.007467,0.017586,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",5,0,tenengrad_energy,30,0.992129,0.009690,0.977401,0.997727,0.999903,1.050221,0.062523,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",5,1,laplacian_variance,30,0.546553,0.332178,0.155440,0.525492,0.957568,0.105147,0.039989,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",5,1,tenengrad_energy,30,0.976960,0.029200,0.935384,0.993898,1.000706,0.519355,0.093488,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",5,2,laplacian_variance,30,0.351851,0.248156,0.123600,0.238705,0.691533,0.055800,0.048335,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",5,2,tenengrad_energy,30,0.965997,0.045163,0.900133,0.991860,1.002600,0.271714,0.111062,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",5,3,laplacian_variance,30,0.206403,0.093884,0.119775,0.164146,0.335217,0.047387,0.050196,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",5,3,tenengrad_energy,30,0.951258,0.056556,0.870389,0.985648,0.996033,0.158117,0.115044,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",15,0,laplacian_variance,30,0.836774,0.104850,0.716557,0.817313,0.972516,3.201602,2.617729,0.000062,0.000092
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",15,0,tenengrad_energy,30,1.022617,0.027100,1.000856,1.006939,1.062795,1.541372,0.701672,0.000062,0.000092
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",15,1,laplacian_variance,30,0.724788,0.076384,0.656908,0.683421,0.833192,2.189081,2.496357,0.000017,0.000025
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",15,1,tenengrad_energy,30,1.026522,0.027570,1.002051,1.013345,1.065169,1.016042,0.733177,0.000017,0.000025
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",15,2,laplacian_variance,30,0.680440,0.017693,0.657165,0.677887,0.706132,2.169920,2.532836,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",15,2,tenengrad_energy,30,1.033207,0.027726,1.006919,1.022105,1.073104,0.772253,0.752788,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",15,3,laplacian_variance,30,0.671643,0.015024,0.655288,0.669956,0.687291,2.177817,2.553475,0.000000,0.000000
gray_jpeg_q75_r5,"Grayscale JPEG quality 75, five rounds",15,3,tenengrad_energy,30,1.044785,0.024144,1.022035,1.034517,1.077933,0.664264,0.769628,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",0,0,laplacian_variance,30,0.929815,0.100954,0.789444,1.000000,1.000000,0.929815,0.100954,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",0,0,tenengrad_energy,30,1.004917,0.007073,1.000000,1.000000,1.014751,1.004917,0.007073,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",0,1,laplacian_variance,30,1.252750,0.112991,1.097480,1.309637,1.351132,0.062308,0.015543,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",0,1,tenengrad_energy,30,0.997669,0.010429,0.984204,0.999741,1.009062,0.476949,0.051290,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",0,2,laplacian_variance,30,1.490303,0.120602,1.391730,1.422106,1.657073,0.014634,0.003234,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",0,2,tenengrad_energy,30,1.008250,0.011955,0.993533,1.008916,1.022302,0.233484,0.070915,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",0,3,laplacian_variance,30,1.637374,0.322505,1.290244,1.565095,2.056784,0.007122,0.002622,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",0,3,tenengrad_energy,30,1.022266,0.001550,1.020790,1.021644,1.024365,0.120356,0.069495,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",5,0,laplacian_variance,30,0.799818,0.213629,0.505443,0.900815,0.991599,1.005929,0.018547,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",5,0,tenengrad_energy,30,0.991764,0.010153,0.976594,0.997714,0.999905,1.049802,0.061991,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",5,1,laplacian_variance,30,0.546526,0.332199,0.155260,0.525592,0.957587,0.105132,0.039971,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",5,1,tenengrad_energy,30,0.976902,0.029244,0.934948,0.993931,1.000599,0.519319,0.093452,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",5,2,laplacian_variance,30,0.351815,0.248186,0.123589,0.238670,0.691679,0.055783,0.048319,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",5,2,tenengrad_energy,30,0.965952,0.045226,0.899983,0.991853,1.002581,0.271695,0.111039,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",5,3,laplacian_variance,30,0.206440,0.093901,0.119860,0.163919,0.334953,0.047410,0.050232,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",5,3,tenengrad_energy,30,0.951267,0.056516,0.869687,0.985558,0.996080,0.158122,0.115055,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",15,0,laplacian_variance,30,0.834658,0.106343,0.712923,0.814507,0.972466,3.188448,2.602839,0.000023,0.000025
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",15,0,tenengrad_energy,30,1.021364,0.025675,1.000834,1.006431,1.058554,1.538633,0.698149,0.000023,0.000025
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",15,1,laplacian_variance,30,0.723895,0.076979,0.656217,0.682308,0.832955,2.185290,2.492158,0.000005,0.000012
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",15,1,tenengrad_energy,30,1.025926,0.026933,1.002001,1.013030,1.063505,1.015050,0.731885,0.000005,0.000012
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",15,2,laplacian_variance,30,0.680135,0.017818,0.657352,0.677987,0.706211,2.167288,2.529007,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",15,2,tenengrad_energy,30,1.032875,0.027306,1.006924,1.022069,1.072421,0.771725,0.752051,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",15,3,laplacian_variance,30,0.671401,0.015257,0.654474,0.670267,0.687782,2.176275,2.551524,0.000000,0.000000
color_jpeg_q75_r1_then_gray,"BGR JPEG quality 75, one round, then grayscale",15,3,tenengrad_energy,30,1.044587,0.023903,1.021910,1.034696,1.077431,0.663948,0.769172,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",0,0,laplacian_variance,30,0.930283,0.100280,0.790850,1.000000,1.000000,0.930283,0.100280,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",0,0,tenengrad_energy,30,1.005042,0.007252,1.000000,1.000000,1.015125,1.005042,0.007252,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",0,1,laplacian_variance,30,1.252746,0.112988,1.097480,1.309625,1.351132,0.062308,0.015543,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",0,1,tenengrad_energy,30,0.997674,0.010434,0.984204,0.999741,1.009077,0.476952,0.051292,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",0,2,laplacian_variance,30,1.490359,0.120569,1.391730,1.422274,1.657073,0.014635,0.003234,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",0,2,tenengrad_energy,30,1.008252,0.011957,0.993533,1.008916,1.022306,0.233485,0.070915,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",0,3,laplacian_variance,30,1.637374,0.322505,1.290244,1.565095,2.056784,0.007122,0.002622,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",0,3,tenengrad_energy,30,1.022266,0.001550,1.020790,1.021644,1.024365,0.120356,0.069495,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",5,0,laplacian_variance,30,0.800013,0.213259,0.505785,0.900678,0.991599,1.006353,0.018317,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",5,0,tenengrad_energy,30,0.991865,0.009986,0.976879,0.997654,0.999905,1.049920,0.062192,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",5,1,laplacian_variance,30,0.546539,0.332184,0.155299,0.525594,0.957587,0.105145,0.039988,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",5,1,tenengrad_energy,30,0.976919,0.029221,0.935022,0.993931,1.000599,0.519330,0.093467,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",5,2,laplacian_variance,30,0.351815,0.248187,0.123589,0.238670,0.691679,0.055783,0.048319,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",5,2,tenengrad_energy,30,0.965955,0.045222,0.899983,0.991853,1.002581,0.271696,0.111041,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",5,3,laplacian_variance,30,0.206441,0.093899,0.119860,0.163919,0.334953,0.047411,0.050234,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",5,3,tenengrad_energy,30,0.951271,0.056510,0.869689,0.985558,0.996080,0.158124,0.115057,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",15,0,laplacian_variance,30,0.834554,0.106069,0.713828,0.813330,0.972466,3.190607,2.607754,0.000023,0.000025
