pipeline,pipeline_description,noise_std,blur_sigma,metric,observations,same_input_ratio_mean,same_input_ratio_sample_std,same_input_ratio_p10,same_input_ratio_median,same_input_ratio_p90,sharp_anchor_ratio_mean,sharp_anchor_ratio_sample_std,zero_fraction_mean,full_scale_fraction_mean
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",15,0,tenengrad_energy,30,1.021271,0.026246,1.000834,1.005359,1.059613,1.538852,0.699247,0.000023,0.000025
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",15,1,laplacian_variance,30,0.724248,0.076739,0.656594,0.682663,0.832955,2.186700,2.493653,0.000005,0.000012
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",15,1,tenengrad_energy,30,1.026116,0.027141,1.002001,1.013128,1.063919,1.015371,0.732306,0.000005,0.000012
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",15,2,laplacian_variance,30,0.680210,0.017774,0.657475,0.678102,0.706211,2.167773,2.529651,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",15,2,tenengrad_energy,30,1.032957,0.027410,1.006924,1.022099,1.072660,0.771856,0.752234,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",15,3,laplacian_variance,30,0.671425,0.015245,0.654512,0.670287,0.687786,2.176393,2.551661,0.000000,0.000000
color_jpeg_q75_r2_then_gray,"BGR JPEG quality 75, two rounds, then grayscale",15,3,tenengrad_energy,30,1.044603,0.023917,1.021910,1.034704,1.077473,0.663968,0.769199,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",0,0,laplacian_variance,30,0.930611,0.099521,0.792232,0.999600,1.000000,0.930611,0.099521,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",0,0,tenengrad_energy,30,1.005059,0.007376,0.999862,1.000000,1.015314,1.005059,0.007376,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",0,1,laplacian_variance,30,1.252758,0.112995,1.097480,1.309662,1.351132,0.062309,0.015542,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",0,1,tenengrad_energy,30,0.997673,0.010433,0.984204,0.999741,1.009073,0.476951,0.051292,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",0,2,laplacian_variance,30,1.490273,0.120619,1.391730,1.422015,1.657073,0.014634,0.003234,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",0,2,tenengrad_energy,30,1.008252,0.011957,0.993533,1.008916,1.022307,0.233485,0.070916,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",0,3,laplacian_variance,30,1.637374,0.322505,1.290244,1.565095,2.056784,0.007122,0.002622,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",0,3,tenengrad_energy,30,1.022266,0.001550,1.020790,1.021644,1.024365,0.120356,0.069495,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",5,0,laplacian_variance,30,0.800054,0.212586,0.507219,0.899644,0.991599,1.006700,0.017532,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",5,0,tenengrad_energy,30,0.991866,0.009766,0.977091,0.997330,0.999905,1.049939,0.062458,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",5,1,laplacian_variance,30,0.546552,0.332167,0.155317,0.525594,0.957587,0.105159,0.040006,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",5,1,tenengrad_energy,30,0.976942,0.029189,0.935049,0.993931,1.000600,0.519345,0.093487,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",5,2,laplacian_variance,30,0.351816,0.248186,0.123589,0.238670,0.691679,0.055784,0.048321,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",5,2,tenengrad_energy,30,0.965968,0.045201,0.899983,0.991853,1.002581,0.271702,0.111048,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",5,3,laplacian_variance,30,0.206441,0.093899,0.119860,0.163919,0.334953,0.047411,0.050234,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",5,3,tenengrad_energy,30,0.951271,0.056510,0.869689,0.985558,0.996080,0.158124,0.115057,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",15,0,laplacian_variance,30,0.834610,0.105703,0.714862,0.812523,0.972466,3.193665,2.613618,0.000023,0.000025
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",15,0,tenengrad_energy,30,1.021295,0.026839,1.000834,1.004532,1.060626,1.539255,0.700447,0.000023,0.000025
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",15,1,laplacian_variance,30,0.724546,0.076526,0.657082,0.683072,0.832955,2.188288,2.495616,0.000005,0.000012
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",15,1,tenengrad_energy,30,1.026332,0.027398,1.002001,1.013183,1.064458,1.015748,0.732815,0.000005,0.000012
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",15,2,laplacian_variance,30,0.680301,0.017722,0.657590,0.678201,0.706211,2.168323,2.530371,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",15,2,tenengrad_energy,30,1.033044,0.027516,1.006924,1.022126,1.072822,0.771991,0.752422,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",15,3,laplacian_variance,30,0.671455,0.015241,0.654553,0.670291,0.687790,2.176552,2.551860,0.000000,0.000000
color_jpeg_q75_r5_then_gray,"BGR JPEG quality 75, five rounds, then grayscale",15,3,tenengrad_energy,30,1.044627,0.023941,1.021910,1.034722,1.077526,0.664000,0.769243,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",0,0,laplacian_variance,30,0.679608,0.150642,0.472819,0.754129,0.811876,0.679608,0.150642,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",0,0,tenengrad_energy,30,0.746670,0.057456,0.674094,0.754039,0.811876,0.746670,0.057456,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",0,1,laplacian_variance,30,0.944521,0.069748,0.867203,0.932480,1.033879,0.047340,0.012712,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",0,1,tenengrad_energy,30,0.743533,0.045014,0.683290,0.758952,0.788356,0.353368,0.020900,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",0,2,laplacian_variance,30,1.187515,0.021281,1.158588,1.196582,1.207375,0.011550,0.001753,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",0,2,tenengrad_energy,30,0.742973,0.037892,0.694311,0.749813,0.784794,0.169270,0.044020,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",0,3,laplacian_variance,30,1.258251,0.133765,1.079365,1.303591,1.391796,0.005759,0.002456,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",0,3,tenengrad_energy,30,0.745266,0.033139,0.700433,0.758471,0.776895,0.085688,0.046914,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",5,0,laplacian_variance,30,0.593309,0.222137,0.291107,0.677991,0.808312,0.720422,0.106109,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",5,0,tenengrad_energy,30,0.740013,0.067221,0.652387,0.751420,0.814740,0.779314,0.026282,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",5,1,laplacian_variance,30,0.417159,0.268817,0.101819,0.398655,0.750749,0.074889,0.022870,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",5,1,tenengrad_energy,30,0.724973,0.070030,0.630631,0.749305,0.794708,0.379974,0.041236,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",5,2,laplacian_variance,30,0.262022,0.204937,0.080047,0.162904,0.543097,0.036621,0.029906,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",5,2,tenengrad_energy,30,0.708023,0.073367,0.606542,0.741587,0.775014,0.194142,0.069083,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",5,3,laplacian_variance,30,0.145700,0.074177,0.074395,0.114427,0.246717,0.030438,0.031133,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",5,3,tenengrad_energy,30,0.686456,0.072905,0.583704,0.729011,0.745348,0.110016,0.075662,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",15,0,laplacian_variance,30,0.611102,0.173363,0.414645,0.582095,0.833750,2.028159,1.385705,0.000005,0.000046
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",15,0,tenengrad_energy,30,0.776001,0.035273,0.741438,0.761664,0.824064,1.141540,0.446756,0.000005,0.000046
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",15,1,laplacian_variance,30,0.520683,0.165575,0.372790,0.438065,0.749929,1.274568,1.391510,0.000000,0.000012
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",15,1,tenengrad_energy,30,0.771245,0.025551,0.744601,0.763119,0.805334,0.736726,0.495259,0.000000,0.000012
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",15,2,laplacian_variance,30,0.425145,0.052979,0.371398,0.405721,0.503135,1.230225,1.410469,0.000000,0.000001
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",15,2,tenengrad_energy,30,0.765592,0.011962,0.751924,0.762121,0.781304,0.552317,0.524349,0.000000,0.000001
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",15,3,laplacian_variance,30,0.389468,0.014207,0.369788,0.390853,0.408546,1.231109,1.433758,0.000000,0.000000
gamma_0_7_then_gray_jpeg_q75_r2,"Grayscale gamma 0.7, then JPEG quality 75 twice",15,3,tenengrad_energy,30,0.760441,0.003673,0.754597,0.760671,0.764967,0.470563,0.540165,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",0,0,laplacian_variance,30,0.701265,0.119991,0.537790,0.754129,0.811876,0.701265,0.119991,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",0,0,tenengrad_energy,30,0.751478,0.051254,0.688520,0.754039,0.811876,0.751478,0.051254,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",0,1,laplacian_variance,30,0.923402,0.075825,0.832301,0.922994,1.014910,0.046228,0.012430,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",0,1,tenengrad_energy,30,0.739552,0.043262,0.682214,0.752471,0.783971,0.351502,0.020455,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",0,2,laplacian_variance,30,1.142584,0.082298,1.062318,1.112085,1.253348,0.011216,0.002406,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",0,2,tenengrad_energy,30,0.738260,0.032679,0.693389,0.754499,0.766893,0.168766,0.045395,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",0,3,laplacian_variance,30,1.299811,0.206479,1.082842,1.245472,1.571120,0.005768,0.002277,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",0,3,tenengrad_energy,30,0.740791,0.031935,0.696628,0.758874,0.766870,0.085354,0.046789,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",5,0,laplacian_variance,30,0.612262,0.195911,0.348477,0.679058,0.807718,0.757483,0.055491,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",5,0,tenengrad_energy,30,0.744768,0.060530,0.667822,0.751464,0.814194,0.784866,0.022655,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",5,1,laplacian_variance,30,0.417301,0.256576,0.115722,0.399145,0.735357,0.079378,0.029272,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",5,1,tenengrad_energy,30,0.728982,0.063836,0.642115,0.751923,0.791844,0.382790,0.045145,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",5,2,laplacian_variance,30,0.273240,0.194600,0.094650,0.184734,0.540198,0.042755,0.036756,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",5,2,tenengrad_energy,30,0.714668,0.065261,0.623374,0.743092,0.775155,0.197008,0.072330,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",5,3,laplacian_variance,30,0.158992,0.072442,0.091930,0.126611,0.257777,0.036382,0.038465,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",5,3,tenengrad_energy,30,0.695195,0.062378,0.607167,0.731878,0.745540,0.112866,0.079234,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",15,0,laplacian_variance,30,0.657007,0.120814,0.525169,0.628026,0.815872,2.403496,1.875105,0.000062,0.000092
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",15,0,tenengrad_energy,30,0.781962,0.029824,0.758139,0.763705,0.823392,1.154985,0.464747,0.000062,0.000092
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",15,1,laplacian_variance,30,0.573066,0.095969,0.488102,0.524660,0.711892,1.634257,1.843309,0.000017,0.000025
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",15,1,tenengrad_energy,30,0.780374,0.017813,0.765229,0.770337,0.804990,0.753173,0.517902,0.000017,0.000025
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",15,2,laplacian_variance,30,0.518841,0.026157,0.487923,0.511263,0.555167,1.611878,1.871881,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",15,2,tenengrad_energy,30,0.776685,0.006696,0.767217,0.779219,0.782770,0.567945,0.545159,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",15,3,laplacian_variance,30,0.502174,0.013275,0.485638,0.503661,0.515977,1.613815,1.887900,0.000000,0.000000
gray_jpeg_q75_r2_then_gamma_0_7,"Grayscale JPEG quality 75 twice, then gamma 0.7",15,3,tenengrad_energy,30,0.776334,0.008763,0.768901,0.772008,0.787709,0.487046,0.561812,0.000000,0.000000
