graph_id,file_name,source_sha256,generator,binding_distribution_version
explicit_plate,parametric_explicit_plate.step,4cdaab44dac7c2f1b046fd7c40805ea53de7aadac9ae739da4636b541616ffc3,experiments/run_parametric_feature_graphs.py,7.9.3.1.1
explicit_plate_with_hole,parametric_explicit_plate_with_hole.step,a38abdfe7ed9fdf3cc986f968b5c0727d05eb649d6438295240542cd26850545,experiments/run_parametric_feature_graphs.py,7.9.3.1.1
explicit_stepped_prism,parametric_explicit_stepped_prism.step,d3dbec2139d94d6bb4efbbed5453759ad2d243c2ec6fa9e49cf6cd2018606b9d,experiments/run_parametric_feature_graphs.py,7.9.3.1.1
