control_id,file_name,source_bytes,source_sha256,generator,binding_distribution_version,step_processor,writer_status,reader_status,transferred_roots
overlap_fuse,overlap_fuse.step,36124,1f28e92d5c2e8c8a0f846f45d2681fcfa2102b072428f90ba7197c8f4ef7e336,experiments/run_boolean_robustness.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
overlap_common,overlap_common.step,16234,90711f218856370d00a9bbe01315a6346a84f95f7639c02f1fddf67ebab2ca95,experiments/run_boolean_robustness.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
overlap_cut,overlap_cut.step,26175,e4817a1b29bf407540bc89111a26e30836b7e6653a7abe6bd2571c014e875ebd,experiments/run_boolean_robustness.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
disjoint_fuse,disjoint_fuse.step,32477,e57ec05663396098eba347fd0346b63daa09883f57248ce5966d24524fa8ba8d,experiments/run_boolean_robustness.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
face_touching_fuse,face_touching_fuse.step,24494,a0d4a526e2c5a7e9a563dc3f59d2c0c8976465abf6591c236c128676b42768f5,experiments/run_boolean_robustness.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
near_gap_fuse_default,near_gap_fuse_default.step,32607,e6be4478f5b758f79bad461c7043d3abfaa72ee5cb6a45736cffb31ab01a2947,experiments/run_boolean_robustness.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
near_gap_fuse_fuzzy,near_gap_fuse_fuzzy.step,24671,950e26c9e14f1b28d8a90661568c8b64371e3685e35122113683191ff864cabf,experiments/run_boolean_robustness.py,7.9.3.1.1,Open CASCADE STEP processor 7.9,IFSelect_RetDone,IFSelect_RetDone,1
